product_id,product_name,category,price
571,Product 571,Books,10.51
608,Product 608,Toys & Games,86.8
751,Product 751,Fashion,94.72
818,Product 818,Health & Beauty,94.7
190,Product 190,Home,41.28
222,Product 222,Health & Beauty,29.24
395,Product 395,Health & Beauty,52.68
287,Product 287,Health & Beauty,61.44
115,Product 115,Home,23.06
934,Product 934,Electronics,58.7
434,Product 434,Health & Beauty,25.73
927,Product 927,Books,70.29
628,Product 628,Health & Beauty,80.02
198,Product 198,Fashion,52.59
724,Product 724,Toys & Games,94.72
663,Product 663,Electronics,33.06
715,Product 715,Home,96.53
753,Product 753,Home,12.34
537,Product 537,Toys & Games,79.4
449,Product 449,Electronics,86.92
508,Product 508,Electronics,22.14
540,Product 540,Health & Beauty,15.12
748,Product 748,Books,43.96
860,Product 860,Health & Beauty,82.65
41,Product 41,Electronics,69.46
52,Product 52,Home,6.96
988,Product 988,Home,66.66
259,Product 259,Health & Beauty,59.97
968,Product 968,Health & Beauty,86.41
524,Product 524,Fashion,88.02
429,Product 429,Toys & Games,60.71
517,Product 517,Books,9.54
834,Product 834,Fashion,14.25
170,Product 170,Health & Beauty,14.06
340,Product 340,Home,10.88
975,Product 975,Books,48.05
24,Product 24,Fashion,40.26
58,Product 58,Fashion,81.43
174,Product 174,Books,19.8
626,Product 626,Electronics,47.83
15,Product 15,Books,76.22
59,Product 59,Health & Beauty,29.02
69,Product 69,Home,71.87
135,Product 135,Books,14.44
611,Product 611,Toys & Games,21.39
642,Product 642,Fashion,9.78
840,Product 840,Health & Beauty,17.74
203,Product 203,Fashion,38.62
888,Product 888,Electronics,13.19
504,Product 504,Health & Beauty,37.05
425,Product 425,Home,60.2
22,Product 22,Toys & Games,61.88
670,Product 670,Books,36.03
718,Product 718,Health & Beauty,81.54
557,Product 557,Electronics,36.93
256,Product 256,Books,27.38
430,Product 430,Electronics,11.44
900,Product 900,Health & Beauty,91.09
496,Product 496,Toys & Games,31.41
876,Product 876,Fashion,35.91
926,Product 926,Books,90.31
731,Product 731,Fashion,36.69
233,Product 233,Electronics,61.41
580,Product 580,Electronics,60.89
283,Product 283,Toys & Games,17.75
140,Product 140,Health & Beauty,63.64
734,Product 734,Home,78.39
90,Product 90,Books,76.92
827,Product 827,Fashion,68.88
668,Product 668,Toys & Games,76.33
971,Product 971,Books,78.73
763,Product 763,Fashion,78.02
79,Product 79,Health & Beauty,33.79
317,Product 317,Toys & Games,67.84
63,Product 63,Fashion,77.09
571,Product 571,Health & Beauty,17.57
974,Product 974,Books,38.54
544,Product 544,Toys & Games,20.7
172,Product 172,Toys & Games,50.69
770,Product 770,Fashion,17.08
607,Product 607,Health & Beauty,21.28
56,Product 56,Toys & Games,35.49
673,Product 673,Fashion,49.0
256,Product 256,Electronics,64.79
361,Product 361,Home,34.01
191,Product 191,Books,41.45
446,Product 446,Home,81.39
967,Product 967,Toys & Games,70.02
871,Product 871,Toys & Games,80.09
846,Product 846,Home,99.54
798,Product 798,Electronics,87.8
561,Product 561,Books,35.4
585,Product 585,Books,95.91
170,Product 170,Electronics,62.98
956,Product 956,Electronics,92.53
405,Product 405,Home,40.86
663,Product 663,Electronics,19.15
721,Product 721,Health & Beauty,27.15
693,Product 693,Health & Beauty,96.68
80,Product 80,Books,25.36
544,Product 544,Fashion,94.34
345,Product 345,Electronics,90.97
925,Product 925,Toys & Games,65.26
431,Product 431,Books,26.25
814,Product 814,Home,42.49
71,Product 71,Home,66.75
250,Product 250,Books,19.21
788,Product 788,Electronics,94.04
976,Product 976,Books,86.93
549,Product 549,Toys & Games,13.23
750,Product 750,Electronics,47.07
903,Product 903,Books,44.08
955,Product 955,Fashion,99.77
504,Product 504,Toys & Games,18.68
334,Product 334,Toys & Games,66.93
426,Product 426,Books,65.52
196,Product 196,Fashion,16.25
543,Product 543,Electronics,83.41
235,Product 235,Electronics,30.52
553,Product 553,Fashion,21.67
711,Product 711,Health & Beauty,27.55
169,Product 169,Fashion,27.43
677,Product 677,Electronics,7.06
34,Product 34,Toys & Games,5.64
825,Product 825,Books,56.6
815,Product 815,Books,79.17
44,Product 44,Toys & Games,36.04
14,Product 14,Health & Beauty,16.07
128,Product 128,Home,92.08
948,Product 948,Books,62.9
688,Product 688,Home,67.3
36,Product 36,Toys & Games,88.28
966,Product 966,Fashion,76.06
937,Product 937,Home,30.64
768,Product 768,Fashion,43.93
997,Product 997,Electronics,9.41
683,Product 683,Electronics,61.82
988,Product 988,Home,82.98
773,Product 773,Home,91.0
753,Product 753,Home,33.19
320,Product 320,Books,82.85
526,Product 526,Fashion,91.59
167,Product 167,Health & Beauty,35.81
741,Product 741,Books,94.34
196,Product 196,Toys & Games,40.69
509,Product 509,Electronics,29.32
363,Product 363,Books,51.05
421,Product 421,Health & Beauty,61.6
746,Product 746,Health & Beauty,76.29
416,Product 416,Books,63.41
14,Product 14,Toys & Games,65.22
59,Product 59,Books,91.03
204,Product 204,Toys & Games,34.41
774,Product 774,Electronics,17.45
703,Product 703,Electronics,27.63
210,Product 210,Electronics,71.55
166,Product 166,Books,86.59
899,Product 899,Electronics,27.77
248,Product 248,Toys & Games,22.47
89,Product 89,Fashion,27.24
829,Product 829,Toys & Games,32.59
378,Product 378,Electronics,81.79
39,Product 39,Electronics,65.07
341,Product 341,Books,14.42
585,Product 585,Home,28.29
247,Product 247,Electronics,91.25
576,Product 576,Fashion,7.97
948,Product 948,Books,14.62
522,Product 522,Health & Beauty,77.25
666,Product 666,Fashion,77.56
580,Product 580,Home,71.73
274,Product 274,Books,13.0
487,Product 487,Books,92.09
262,Product 262,Fashion,56.72
682,Product 682,Health & Beauty,7.38
453,Product 453,Books,38.84
658,Product 658,Books,52.7
648,Product 648,Electronics,75.13
236,Product 236,Health & Beauty,90.79
960,Product 960,Home,29.68
84,Product 84,Electronics,97.6
724,Product 724,Health & Beauty,31.01
36,Product 36,Electronics,58.83
648,Product 648,Health & Beauty,13.6
129,Product 129,Home,60.07
735,Product 735,Health & Beauty,6.79
509,Product 509,Home,85.77
498,Product 498,Electronics,14.38
771,Product 771,Home,23.45
74,Product 74,Home,56.41
145,Product 145,Electronics,27.43
548,Product 548,Toys & Games,33.71
883,Product 883,Health & Beauty,9.37
246,Product 246,Home,34.22
45,Product 45,Toys & Games,18.89
288,Product 288,Books,43.65
62,Product 62,Books,75.23
665,Product 665,Electronics,7.49
728,Product 728,Toys & Games,59.7
593,Product 593,Home,96.99
325,Product 325,Fashion,49.2
686,Product 686,Home,58.52
73,Product 73,Toys & Games,60.62
393,Product 393,Electronics,17.38
269,Product 269,Toys & Games,69.75
11,Product 11,Fashion,92.59
666,Product 666,Health & Beauty,89.29
449,Product 449,Electronics,64.74
323,Product 323,Toys & Games,62.81
947,Product 947,Books,81.94
470,Product 470,Health & Beauty,17.04
761,Product 761,Electronics,79.19
909,Product 909,Fashion,25.03
99,Product 99,Health & Beauty,98.25
809,Product 809,Health & Beauty,90.25
283,Product 283,Health & Beauty,43.34
753,Product 753,Toys & Games,76.42
715,Product 715,Fashion,83.8
409,Product 409,Health & Beauty,59.98
531,Product 531,Electronics,20.8
500,Product 500,Toys & Games,38.63
138,Product 138,Fashion,14.7
676,Product 676,Books,26.48
12,Product 12,Electronics,72.46
236,Product 236,Fashion,29.51
994,Product 994,Health & Beauty,5.92
174,Product 174,Health & Beauty,91.77
939,Product 939,Health & Beauty,10.93
112,Product 112,Fashion,97.58
301,Product 301,Toys & Games,97.7
733,Product 733,Books,36.21
592,Product 592,Toys & Games,45.45
974,Product 974,Books,56.4
712,Product 712,Home,7.09
604,Product 604,Fashion,98.15
111,Product 111,Fashion,57.2
903,Product 903,Books,50.53
403,Product 403,Toys & Games,16.49
263,Product 263,Health & Beauty,25.87
750,Product 750,Home,40.34
335,Product 335,Fashion,66.06
256,Product 256,Electronics,14.76
128,Product 128,Electronics,69.6
200,Product 200,Toys & Games,23.86
745,Product 745,Books,7.94
562,Product 562,Home,77.85
770,Product 770,Health & Beauty,55.12
733,Product 733,Fashion,14.18
468,Product 468,Books,12.65
454,Product 454,Health & Beauty,96.72
405,Product 405,Home,53.66
937,Product 937,Books,31.34
597,Product 597,Health & Beauty,44.55
813,Product 813,Fashion,26.32
437,Product 437,Books,95.15
229,Product 229,Fashion,69.82
33,Product 33,Books,71.25
118,Product 118,Toys & Games,40.05
76,Product 76,Toys & Games,6.75
218,Product 218,Health & Beauty,46.02
556,Product 556,Health & Beauty,89.9
636,Product 636,Toys & Games,14.32
961,Product 961,Fashion,98.74
980,Product 980,Fashion,49.83
127,Product 127,Electronics,29.41
927,Product 927,Health & Beauty,44.77
323,Product 323,Home,90.09
876,Product 876,Fashion,99.86
85,Product 85,Books,88.09
468,Product 468,Electronics,60.57
72,Product 72,Toys & Games,55.46
829,Product 829,Toys & Games,9.43
591,Product 591,Books,71.65
838,Product 838,Books,98.51
512,Product 512,Books,87.74
588,Product 588,Books,88.74
150,Product 150,Books,62.39
505,Product 505,Health & Beauty,50.02
630,Product 630,Books,58.12
793,Product 793,Electronics,87.23
201,Product 201,Toys & Games,95.06
417,Product 417,Health & Beauty,63.92
611,Product 611,Fashion,19.0
905,Product 905,Health & Beauty,21.26
473,Product 473,Fashion,70.78
555,Product 555,Health & Beauty,99.41
230,Product 230,Books,9.99
959,Product 959,Health & Beauty,6.98
662,Product 662,Home,45.29
765,Product 765,Books,81.86
30,Product 30,Health & Beauty,94.12
709,Product 709,Fashion,23.08
443,Product 443,Home,24.8
833,Product 833,Electronics,92.75
60,Product 60,Health & Beauty,39.23
503,Product 503,Fashion,54.1
854,Product 854,Fashion,25.64
32,Product 32,Health & Beauty,79.35
806,Product 806,Health & Beauty,52.72
397,Product 397,Home,69.57
849,Product 849,Toys & Games,52.62
227,Product 227,Health & Beauty,31.22
458,Product 458,Fashion,83.71
720,Product 720,Health & Beauty,45.38
501,Product 501,Fashion,86.39
481,Product 481,Electronics,62.5
600,Product 600,Health & Beauty,73.43
686,Product 686,Toys & Games,27.27
621,Product 621,Home,7.54
637,Product 637,Health & Beauty,62.5
511,Product 511,Home,87.42
801,Product 801,Electronics,61.4
866,Product 866,Home,62.4
686,Product 686,Fashion,5.39
808,Product 808,Electronics,80.35
3,Product 3,Fashion,20.2
209,Product 209,Health & Beauty,7.44
358,Product 358,Fashion,97.6
170,Product 170,Fashion,49.73
236,Product 236,Health & Beauty,64.35
395,Product 395,Fashion,47.75
216,Product 216,Health & Beauty,20.7
250,Product 250,Home,21.62
799,Product 799,Home,69.85
691,Product 691,Toys & Games,38.11
334,Product 334,Health & Beauty,88.08
43,Product 43,Toys & Games,27.0
497,Product 497,Fashion,13.4
388,Product 388,Toys & Games,31.44
384,Product 384,Electronics,72.02
320,Product 320,Electronics,6.1
965,Product 965,Health & Beauty,74.37
455,Product 455,Books,11.8
298,Product 298,Books,33.35
473,Product 473,Health & Beauty,61.33
178,Product 178,Home,48.2
135,Product 135,Toys & Games,77.67
420,Product 420,Home,45.48
1,Product 1,Home,7.36
839,Product 839,Fashion,26.97
578,Product 578,Toys & Games,69.15
2,Product 2,Health & Beauty,58.76
723,Product 723,Toys & Games,74.04
631,Product 631,Fashion,19.97
630,Product 630,Electronics,86.9
166,Product 166,Electronics,41.64
467,Product 467,Electronics,43.12
74,Product 74,Books,36.01
221,Product 221,Fashion,99.01
175,Product 175,Health & Beauty,68.72
761,Product 761,Home,95.74
551,Product 551,Health & Beauty,64.7
79,Product 79,Health & Beauty,61.09
62,Product 62,Home,21.73
946,Product 946,Books,50.14
187,Product 187,Books,51.44
68,Product 68,Fashion,51.32
249,Product 249,Electronics,58.05
573,Product 573,Home,43.7
494,Product 494,Fashion,80.64
745,Product 745,Health & Beauty,23.62
217,Product 217,Electronics,79.47
980,Product 980,Health & Beauty,39.39
806,Product 806,Books,58.56
493,Product 493,Fashion,39.46
425,Product 425,Fashion,9.63
121,Product 121,Health & Beauty,33.48
812,Product 812,Books,87.9
116,Product 116,Home,67.42
275,Product 275,Health & Beauty,74.99
503,Product 503,Fashion,71.12
909,Product 909,Health & Beauty,8.93
341,Product 341,Books,51.31
871,Product 871,Books,13.73
980,Product 980,Books,56.6
367,Product 367,Home,8.39
89,Product 89,Books,43.37
347,Product 347,Electronics,21.11
94,Product 94,Fashion,7.16
692,Product 692,Books,32.84
345,Product 345,Toys & Games,5.05
352,Product 352,Health & Beauty,7.23
806,Product 806,Fashion,70.24
477,Product 477,Electronics,71.0
766,Product 766,Home,30.74
411,Product 411,Fashion,45.09
124,Product 124,Toys & Games,88.3
821,Product 821,Home,43.21
214,Product 214,Toys & Games,57.57
332,Product 332,Toys & Games,90.21
77,Product 77,Toys & Games,34.01
890,Product 890,Health & Beauty,48.24
542,Product 542,Electronics,36.98
602,Product 602,Electronics,89.55
742,Product 742,Health & Beauty,93.94
467,Product 467,Health & Beauty,92.22
585,Product 585,Books,70.71
25,Product 25,Fashion,95.87
454,Product 454,Health & Beauty,37.78
988,Product 988,Fashion,57.08
893,Product 893,Fashion,23.18
372,Product 372,Fashion,92.73
938,Product 938,Health & Beauty,85.2
945,Product 945,Health & Beauty,45.8
280,Product 280,Toys & Games,97.58
454,Product 454,Toys & Games,40.65
749,Product 749,Books,27.86
19,Product 19,Toys & Games,43.77
547,Product 547,Health & Beauty,61.43
954,Product 954,Fashion,44.39
319,Product 319,Health & Beauty,55.37
507,Product 507,Health & Beauty,53.57
26,Product 26,Home,61.34
357,Product 357,Toys & Games,74.7
520,Product 520,Toys & Games,31.28
873,Product 873,Toys & Games,44.38
751,Product 751,Books,98.54
965,Product 965,Books,32.05
211,Product 211,Electronics,48.04
572,Product 572,Fashion,48.5
300,Product 300,Electronics,97.79
11,Product 11,Home,16.41
565,Product 565,Fashion,54.15
852,Product 852,Books,16.09
212,Product 212,Books,98.31
832,Product 832,Health & Beauty,40.71
219,Product 219,Electronics,23.14
40,Product 40,Health & Beauty,77.58
500,Product 500,Books,41.9
943,Product 943,Toys & Games,44.14
297,Product 297,Toys & Games,17.23
947,Product 947,Electronics,80.59
345,Product 345,Fashion,9.05
591,Product 591,Books,61.56
169,Product 169,Electronics,90.56
726,Product 726,Fashion,11.28
697,Product 697,Fashion,11.25
688,Product 688,Electronics,29.54
891,Product 891,Toys & Games,19.75
138,Product 138,Electronics,62.03
48,Product 48,Fashion,41.86
887,Product 887,Electronics,5.88
744,Product 744,Home,99.85
704,Product 704,Toys & Games,95.24
897,Product 897,Home,34.59
391,Product 391,Toys & Games,21.79
523,Product 523,Toys & Games,32.52
58,Product 58,Books,50.2
356,Product 356,Books,95.05
817,Product 817,Home,78.34
648,Product 648,Health & Beauty,56.33
110,Product 110,Toys & Games,41.7
36,Product 36,Books,35.87
27,Product 27,Health & Beauty,77.2
205,Product 205,Fashion,69.23
841,Product 841,Books,98.18
621,Product 621,Home,37.56
829,Product 829,Books,80.53
360,Product 360,Electronics,29.04
662,Product 662,Books,23.3
967,Product 967,Electronics,61.08
402,Product 402,Home,88.5
50,Product 50,Electronics,35.84
889,Product 889,Home,84.16
778,Product 778,Electronics,40.07
276,Product 276,Home,9.14
20,Product 20,Electronics,90.09
104,Product 104,Fashion,71.58
289,Product 289,Health & Beauty,36.8
780,Product 780,Books,16.61
515,Product 515,Fashion,85.59
293,Product 293,Home,27.57
520,Product 520,Toys & Games,84.7
431,Product 431,Electronics,99.6
173,Product 173,Books,93.66
851,Product 851,Health & Beauty,98.2
70,Product 70,Electronics,22.75
833,Product 833,Toys & Games,76.43
397,Product 397,Fashion,8.16
794,Product 794,Electronics,71.72
7,Product 7,Health & Beauty,92.58
115,Product 115,Books,15.58
969,Product 969,Electronics,64.38
722,Product 722,Electronics,13.1
437,Product 437,Fashion,57.7
751,Product 751,Books,29.41
224,Product 224,Toys & Games,71.69
856,Product 856,Electronics,91.06
109,Product 109,Home,54.52
218,Product 218,Fashion,41.42
715,Product 715,Home,75.5
14,Product 14,Books,35.03
104,Product 104,Electronics,34.59
513,Product 513,Health & Beauty,16.68
823,Product 823,Books,91.66
897,Product 897,Home,95.61
542,Product 542,Fashion,17.35
114,Product 114,Home,7.43
91,Product 91,Fashion,37.81
435,Product 435,Electronics,45.93
915,Product 915,Home,89.27
649,Product 649,Fashion,32.96
832,Product 832,Home,33.13
980,Product 980,Fashion,26.79
750,Product 750,Books,10.05
421,Product 421,Health & Beauty,14.96
199,Product 199,Books,27.34
558,Product 558,Health & Beauty,71.3
535,Product 535,Electronics,60.92
233,Product 233,Electronics,49.33
839,Product 839,Health & Beauty,89.24
528,Product 528,Toys & Games,46.2
806,Product 806,Electronics,32.12
845,Product 845,Toys & Games,87.33
882,Product 882,Toys & Games,88.01
607,Product 607,Home,91.41
434,Product 434,Health & Beauty,47.13
38,Product 38,Toys & Games,7.14
519,Product 519,Electronics,21.53
674,Product 674,Health & Beauty,48.74
583,Product 583,Electronics,57.82
820,Product 820,Fashion,32.05
791,Product 791,Fashion,99.76
477,Product 477,Books,62.51
197,Product 197,Fashion,62.78
867,Product 867,Electronics,96.11
537,Product 537,Home,35.69
511,Product 511,Fashion,80.77
492,Product 492,Home,44.66
916,Product 916,Fashion,17.09
360,Product 360,Home,49.4
990,Product 990,Home,76.97
135,Product 135,Toys & Games,60.51
136,Product 136,Home,60.87
793,Product 793,Electronics,43.25
213,Product 213,Electronics,16.0
939,Product 939,Electronics,23.7
490,Product 490,Health & Beauty,26.43
779,Product 779,Health & Beauty,12.22
516,Product 516,Fashion,94.25
218,Product 218,Books,11.15
599,Product 599,Health & Beauty,17.83
365,Product 365,Home,66.72
758,Product 758,Electronics,42.35
660,Product 660,Health & Beauty,52.12
698,Product 698,Books,63.42
512,Product 512,Home,13.0
945,Product 945,Home,84.33
297,Product 297,Fashion,60.59
788,Product 788,Books,13.4
457,Product 457,Books,6.86
178,Product 178,Electronics,65.79
419,Product 419,Toys & Games,72.07
428,Product 428,Home,86.24
657,Product 657,Books,26.73
850,Product 850,Home,81.95
596,Product 596,Books,32.08
935,Product 935,Books,73.58
646,Product 646,Electronics,63.29
994,Product 994,Home,95.6
83,Product 83,Electronics,94.58
225,Product 225,Toys & Games,60.88
339,Product 339,Books,9.52
624,Product 624,Electronics,62.81
923,Product 923,Home,37.61
429,Product 429,Home,12.58
82,Product 82,Home,6.94
910,Product 910,Books,7.39
153,Product 153,Toys & Games,82.64
925,Product 925,Fashion,34.36
776,Product 776,Home,59.05
541,Product 541,Health & Beauty,16.64
750,Product 750,Home,17.67
136,Product 136,Electronics,22.87
376,Product 376,Fashion,21.47
337,Product 337,Home,26.08
799,Product 799,Electronics,42.61
609,Product 609,Toys & Games,60.13
595,Product 595,Toys & Games,21.85
235,Product 235,Fashion,91.45
320,Product 320,Electronics,90.34
453,Product 453,Health & Beauty,28.29
206,Product 206,Fashion,35.13
932,Product 932,Health & Beauty,87.43
513,Product 513,Health & Beauty,73.16
520,Product 520,Fashion,23.25
710,Product 710,Health & Beauty,86.36
115,Product 115,Books,26.02
879,Product 879,Fashion,29.05
263,Product 263,Home,40.1
854,Product 854,Health & Beauty,97.05
396,Product 396,Fashion,83.97
327,Product 327,Health & Beauty,7.45
656,Product 656,Books,78.58
783,Product 783,Books,37.77
155,Product 155,Fashion,81.85
860,Product 860,Books,36.15
412,Product 412,Fashion,16.68
647,Product 647,Books,15.82
43,Product 43,Health & Beauty,34.47
110,Product 110,Home,51.21
494,Product 494,Fashion,84.9
791,Product 791,Books,62.21
415,Product 415,Home,27.89
240,Product 240,Books,52.99
627,Product 627,Books,33.21
995,Product 995,Books,39.86
832,Product 832,Toys & Games,50.26
944,Product 944,Books,6.59
136,Product 136,Health & Beauty,25.99
105,Product 105,Electronics,69.53
185,Product 185,Home,36.42
773,Product 773,Books,45.34
505,Product 505,Home,5.99
498,Product 498,Health & Beauty,82.11
364,Product 364,Toys & Games,56.76
107,Product 107,Home,10.93
398,Product 398,Health & Beauty,34.65
344,Product 344,Toys & Games,24.73
516,Product 516,Fashion,80.56
135,Product 135,Health & Beauty,77.85
562,Product 562,Books,27.84
172,Product 172,Health & Beauty,41.55
648,Product 648,Health & Beauty,16.27
862,Product 862,Electronics,41.68
130,Product 130,Toys & Games,65.51
198,Product 198,Fashion,68.87
4,Product 4,Fashion,60.03
310,Product 310,Fashion,41.39
397,Product 397,Electronics,40.87
590,Product 590,Electronics,86.16
465,Product 465,Home,7.33
426,Product 426,Toys & Games,58.44
158,Product 158,Health & Beauty,36.33
542,Product 542,Toys & Games,77.13
716,Product 716,Fashion,34.27
385,Product 385,Health & Beauty,66.59
528,Product 528,Books,83.76
155,Product 155,Electronics,42.11
507,Product 507,Electronics,73.87
288,Product 288,Electronics,92.3
832,Product 832,Books,62.93
266,Product 266,Electronics,28.05
108,Product 108,Books,17.74
723,Product 723,Home,47.83
650,Product 650,Books,68.81
685,Product 685,Health & Beauty,71.39
873,Product 873,Home,95.39
863,Product 863,Home,5.06
558,Product 558,Electronics,90.96
14,Product 14,Electronics,16.14
907,Product 907,Electronics,67.56
599,Product 599,Toys & Games,38.95
290,Product 290,Home,72.1
584,Product 584,Electronics,20.3
230,Product 230,Toys & Games,51.53
831,Product 831,Electronics,39.5
389,Product 389,Health & Beauty,66.66
955,Product 955,Electronics,31.57
520,Product 520,Electronics,61.44
247,Product 247,Books,69.8
569,Product 569,Home,57.51
554,Product 554,Fashion,96.93
459,Product 459,Fashion,45.65
910,Product 910,Home,82.0
630,Product 630,Toys & Games,87.93
857,Product 857,Health & Beauty,84.0
724,Product 724,Home,61.69
250,Product 250,Health & Beauty,52.34
830,Product 830,Fashion,37.46
286,Product 286,Health & Beauty,80.33
909,Product 909,Health & Beauty,5.75
126,Product 126,Toys & Games,44.26
390,Product 390,Electronics,53.33
745,Product 745,Fashion,73.21
486,Product 486,Fashion,77.53
634,Product 634,Fashion,69.04
535,Product 535,Health & Beauty,42.82
516,Product 516,Fashion,38.57
296,Product 296,Home,58.29
545,Product 545,Books,73.36
412,Product 412,Toys & Games,70.54
315,Product 315,Toys & Games,27.99
224,Product 224,Health & Beauty,84.87
659,Product 659,Fashion,54.08
969,Product 969,Electronics,39.44
795,Product 795,Electronics,73.1
422,Product 422,Electronics,30.35
917,Product 917,Books,34.85
789,Product 789,Health & Beauty,35.14
363,Product 363,Books,88.57
744,Product 744,Fashion,20.33
988,Product 988,Fashion,8.06
572,Product 572,Books,28.49
765,Product 765,Books,12.34
607,Product 607,Home,47.51
916,Product 916,Home,45.19
223,Product 223,Fashion,38.66
303,Product 303,Toys & Games,5.98
275,Product 275,Fashion,19.25
369,Product 369,Toys & Games,54.54
650,Product 650,Books,10.63
154,Product 154,Fashion,68.53
322,Product 322,Toys & Games,12.99
30,Product 30,Toys & Games,79.84
391,Product 391,Fashion,23.61
364,Product 364,Health & Beauty,77.46
123,Product 123,Fashion,62.24
111,Product 111,Home,66.53
164,Product 164,Books,77.29
830,Product 830,Electronics,16.6
770,Product 770,Home,26.25
775,Product 775,Electronics,78.77
680,Product 680,Toys & Games,51.81
542,Product 542,Electronics,13.1
200,Product 200,Toys & Games,78.31
243,Product 243,Home,5.88
225,Product 225,Electronics,35.39
103,Product 103,Health & Beauty,32.35
608,Product 608,Home,55.04
634,Product 634,Home,94.54
174,Product 174,Books,55.06
340,Product 340,Electronics,31.06
7,Product 7,Books,18.15
295,Product 295,Health & Beauty,39.95
401,Product 401,Books,91.51
393,Product 393,Home,45.21
819,Product 819,Toys & Games,57.1
811,Product 811,Home,34.0
357,Product 357,Home,21.13
57,Product 57,Health & Beauty,57.85
586,Product 586,Toys & Games,96.14
23,Product 23,Fashion,90.07
990,Product 990,Fashion,51.27
533,Product 533,Fashion,63.24
383,Product 383,Books,50.22
366,Product 366,Books,69.64
333,Product 333,Fashion,55.87
824,Product 824,Health & Beauty,32.91
964,Product 964,Electronics,40.08
497,Product 497,Toys & Games,73.85
379,Product 379,Home,43.19
391,Product 391,Health & Beauty,17.01
340,Product 340,Home,56.2
918,Product 918,Home,49.55
511,Product 511,Health & Beauty,87.04
831,Product 831,Health & Beauty,93.44
291,Product 291,Home,12.8
867,Product 867,Fashion,42.33
238,Product 238,Fashion,98.7
985,Product 985,Home,42.79
636,Product 636,Toys & Games,24.48
457,Product 457,Home,94.68
603,Product 603,Health & Beauty,21.5
189,Product 189,Books,6.09
936,Product 936,Books,62.87
408,Product 408,Health & Beauty,22.06
472,Product 472,Electronics,83.68
307,Product 307,Fashion,11.22
147,Product 147,Home,55.69
450,Product 450,Books,5.87
444,Product 444,Electronics,44.2
746,Product 746,Toys & Games,23.96
607,Product 607,Health & Beauty,95.38
54,Product 54,Electronics,29.58
691,Product 691,Toys & Games,18.93
293,Product 293,Home,19.11
390,Product 390,Home,98.1
940,Product 940,Electronics,34.23
293,Product 293,Electronics,96.01
50,Product 50,Electronics,33.85
347,Product 347,Electronics,20.07
170,Product 170,Electronics,77.76
999,Product 999,Home,93.93
444,Product 444,Electronics,83.68
731,Product 731,Fashion,59.23
442,Product 442,Toys & Games,12.93
143,Product 143,Health & Beauty,85.15
667,Product 667,Fashion,21.04
510,Product 510,Health & Beauty,99.96
126,Product 126,Health & Beauty,93.46
573,Product 573,Health & Beauty,85.89
133,Product 133,Fashion,52.87
480,Product 480,Home,42.63
438,Product 438,Fashion,33.59
191,Product 191,Electronics,42.25
620,Product 620,Electronics,63.91
587,Product 587,Books,53.83
516,Product 516,Toys & Games,84.07
991,Product 991,Fashion,32.89
683,Product 683,Books,42.71
77,Product 77,Electronics,18.76
649,Product 649,Books,15.37
447,Product 447,Health & Beauty,30.96
922,Product 922,Books,56.68
935,Product 935,Health & Beauty,30.35
537,Product 537,Home,57.59
797,Product 797,Books,44.43
266,Product 266,Fashion,57.36
4,Product 4,Home,46.0
914,Product 914,Fashion,60.89
543,Product 543,Fashion,26.24
887,Product 887,Health & Beauty,79.15
117,Product 117,Home,46.07
471,Product 471,Books,82.81
708,Product 708,Home,40.68
589,Product 589,Electronics,30.24
6,Product 6,Health & Beauty,62.93
302,Product 302,Home,24.84
497,Product 497,Toys & Games,5.69
136,Product 136,Toys & Games,18.34
191,Product 191,Electronics,86.85
12,Product 12,Electronics,77.78
420,Product 420,Health & Beauty,49.88
964,Product 964,Toys & Games,39.22
119,Product 119,Fashion,32.38
512,Product 512,Health & Beauty,65.33
40,Product 40,Electronics,29.77
674,Product 674,Books,51.06
682,Product 682,Health & Beauty,44.72
761,Product 761,Fashion,69.07
610,Product 610,Health & Beauty,40.89
888,Product 888,Toys & Games,47.03
133,Product 133,Electronics,73.09
867,Product 867,Toys & Games,86.13
486,Product 486,Toys & Games,92.83
452,Product 452,Electronics,76.88
897,Product 897,Books,14.56
612,Product 612,Toys & Games,64.59
116,Product 116,Toys & Games,20.62
864,Product 864,Health & Beauty,57.04
849,Product 849,Home,6.8
64,Product 64,Books,54.2
108,Product 108,Books,69.02
838,Product 838,Health & Beauty,64.74
625,Product 625,Fashion,68.59
107,Product 107,Home,78.28
977,Product 977,Health & Beauty,61.79
734,Product 734,Electronics,79.09
782,Product 782,Electronics,15.1
199,Product 199,Health & Beauty,94.19
617,Product 617,Fashion,18.34
864,Product 864,Books,89.54
221,Product 221,Books,66.41
274,Product 274,Electronics,58.31
604,Product 604,Electronics,43.9
296,Product 296,Toys & Games,54.92
374,Product 374,Home,6.14
74,Product 74,Health & Beauty,50.48
821,Product 821,Fashion,16.51
218,Product 218,Electronics,5.3
851,Product 851,Toys & Games,87.38
980,Product 980,Toys & Games,51.57
795,Product 795,Books,11.99
620,Product 620,Home,73.62
996,Product 996,Electronics,60.87
620,Product 620,Toys & Games,7.3
192,Product 192,Home,37.79
492,Product 492,Fashion,20.63
615,Product 615,Books,34.35
471,Product 471,Books,14.59
112,Product 112,Electronics,99.16
636,Product 636,Home,66.13
583,Product 583,Electronics,80.09
139,Product 139,Electronics,23.96
