review_id,product_id,rating,review_date
2248,796,5,2021-10-09
6030,215,2,2020-05-26
18,635,1,2022-10-11
5814,176,5,2022-10-04
9558,924,5,2020-11-01
3569,281,3,2020-07-22
2692,281,3,2022-09-23
164,735,4,2022-01-18
1356,260,5,2022-04-29
7680,651,1,2021-11-30
10000,442,5,2021-04-13
8118,179,5,2022-05-23
1891,984,3,2021-07-03
2615,48,2,2022-04-24
7631,861,2,2020-09-28
4714,610,4,2020-02-26
8708,522,1,2020-12-26
9795,174,4,2021-03-21
4834,886,2,2021-06-06
7043,410,5,2020-05-04
7835,214,2,2021-12-08
1825,673,2,2020-07-30
4750,52,5,2021-10-27
7543,776,3,2022-02-21
2798,84,4,2020-05-20
3035,179,1,2020-10-26
527,434,2,2020-04-15
5278,845,3,2022-03-05
1960,407,4,2020-09-24
5036,323,3,2020-04-20
1415,854,3,2021-02-20
8671,172,5,2021-08-31
8801,664,3,2020-11-19
2737,965,2,2022-02-21
7354,597,3,2022-03-25
5762,634,4,2020-05-08
9421,885,1,2021-05-23
688,918,4,2020-07-12
9708,570,4,2022-11-09
2267,570,3,2020-01-13
7620,37,4,2022-06-23
1007,191,1,2020-09-11
1074,552,3,2020-08-27
4383,66,4,2020-01-25
8884,489,5,2020-07-17
7330,43,5,2020-08-25
5676,317,3,2020-10-16
5744,140,5,2021-03-30
3971,594,2,2020-10-17
6667,317,2,2020-12-02
2785,150,3,2022-06-09
6994,226,1,2022-08-02
1299,98,1,2020-03-04
9340,199,5,2022-07-17
4299,44,5,2020-10-05
5667,744,1,2021-05-21
2402,702,2,2021-05-22
7558,834,2,2021-10-02
5026,701,2,2022-03-06
9272,563,2,2022-07-06
5089,364,2,2022-12-08
2932,707,2,2022-03-13
8286,660,4,2020-09-30
1973,193,4,2022-09-25
8008,529,4,2022-05-31
9550,243,4,2021-05-07
9565,18,5,2022-03-14
7853,322,4,2021-03-30
3420,740,3,2020-08-12
5557,281,3,2021-08-30
8130,983,2,2022-11-06
2377,256,2,2021-12-10
6528,348,3,2020-07-01
4830,10,3,2020-10-01
4025,718,3,2021-02-04
9888,140,5,2020-09-01
7290,484,3,2022-09-16
8097,826,5,2021-07-25
7579,557,3,2021-11-13
8984,243,3,2021-04-20
5599,410,5,2021-01-07
4597,47,1,2020-03-09
9099,708,4,2021-11-28
5842,852,1,2021-08-28
2286,624,2,2022-09-05
6449,110,4,2020-01-14
7028,639,3,2021-04-22
9000,400,5,2020-10-19
2636,844,1,2022-02-25
452,817,5,2022-10-02
8781,772,5,2020-05-19
1229,571,5,2022-07-12
4371,278,2,2021-01-14
9651,464,1,2021-06-29
161,447,4,2020-12-29
1431,773,1,2020-10-10
3587,293,1,2021-02-12
2246,669,3,2020-05-20
1363,577,2,2021-06-07
618,392,5,2020-09-21
7127,16,3,2022-06-24
1918,953,4,2022-09-27
1982,978,4,2022-07-09
3097,85,1,2020-05-09
4578,367,1,2020-05-30
8944,391,5,2020-04-25
9967,491,3,2022-10-01
2215,550,4,2022-05-19
5456,134,1,2020-04-18
3548,362,4,2022-06-11
5789,585,5,2020-11-30
3296,706,4,2021-09-11
9209,80,5,2021-01-20
3045,714,1,2022-05-01
3137,162,4,2021-07-14
2402,74,1,2022-11-03
516,822,5,2020-06-13
7567,763,3,2020-05-07
1437,566,1,2022-08-14
4476,134,3,2022-03-11
2543,931,4,2021-05-30
655,690,4,2022-04-21
5254,419,1,2021-05-25
8861,775,4,2022-07-15
2435,453,5,2021-10-21
700,39,3,2022-07-11
6950,143,5,2021-08-25
9818,854,3,2020-12-22
561,886,5,2021-12-25
2011,563,1,2020-03-10
4286,236,4,2020-04-18
3699,464,1,2020-04-30
9897,906,3,2020-02-16
9393,491,3,2021-11-14
7763,295,5,2022-07-20
6628,839,3,2022-10-22
1120,294,3,2021-06-19
2681,552,5,2022-11-26
1095,35,3,2020-07-06
5697,509,1,2022-11-01
2693,913,2,2021-03-17
5731,220,5,2020-06-27
3845,129,3,2022-11-15
1027,188,4,2020-04-27
3813,214,3,2020-08-12
9778,935,2,2022-10-26
5124,885,2,2020-10-20
3935,935,5,2020-12-12
1001,627,2,2022-04-06
2727,517,2,2020-03-03
3152,186,3,2022-10-03
1593,696,5,2022-01-28
5425,187,3,2020-07-01
7613,389,2,2020-11-07
5610,772,1,2020-11-05
3206,424,4,2021-12-06
6526,806,1,2021-01-15
3514,783,3,2022-06-14
4191,362,5,2020-08-13
2226,852,2,2020-12-04
9640,123,3,2022-12-30
7769,240,2,2021-01-18
2613,387,5,2020-10-29
6845,77,3,2022-11-21
7547,975,4,2020-09-24
324,473,5,2020-11-20
3035,63,1,2020-05-01
4357,560,4,2020-12-30
6903,396,2,2020-09-02
1450,358,4,2021-12-27
7309,243,3,2020-06-28
5021,635,3,2022-11-06
3453,58,3,2022-04-11
8727,502,3,2021-04-21
5648,734,4,2021-12-15
9209,205,3,2021-07-08
4485,822,5,2020-08-16
7779,578,4,2020-10-10
617,238,2,2020-09-17
4137,761,5,2021-01-24
2316,754,3,2021-02-07
773,912,5,2022-10-02
6873,948,5,2022-08-22
22,896,2,2021-04-05
3635,274,2,2022-04-25
4915,339,1,2021-04-17
5793,83,5,2020-12-19
6454,151,2,2020-08-17
5493,358,3,2020-10-06
5345,741,1,2020-01-28
9440,936,5,2020-03-31
7528,767,3,2021-12-03
4488,867,3,2020-09-22
7886,262,4,2022-02-05
609,927,5,2022-10-18
7838,50,1,2022-10-11
6241,226,1,2022-09-27
7030,188,3,2020-07-15
7688,618,4,2020-07-11
9741,679,2,2021-05-29
5901,568,5,2021-07-29
6960,12,2,2021-11-09
778,681,2,2020-10-21
5786,760,3,2020-05-10
6213,185,2,2021-02-19
6992,291,5,2020-10-25
5951,833,3,2020-09-02
121,544,4,2022-05-10
6549,151,4,2022-02-04
8547,713,1,2020-04-21
8633,145,2,2021-12-23
3540,782,2,2022-06-09
7795,373,4,2021-12-25
1458,279,1,2022-11-22
4192,937,4,2021-04-04
1204,714,2,2020-02-19
5055,682,5,2021-09-05
7982,873,4,2021-07-08
7848,923,4,2020-02-12
1655,493,1,2021-03-08
8467,276,1,2020-12-11
9530,489,1,2020-11-08
3074,977,3,2022-11-16
1977,460,4,2020-05-09
9294,45,2,2021-01-03
6265,670,5,2020-08-28
187,936,5,2021-08-20
1058,903,1,2022-10-08
7750,325,1,2021-11-30
6559,581,4,2020-07-07
3972,861,3,2020-04-29
8354,223,5,2022-07-17
8425,968,1,2021-08-13
7864,251,3,2021-04-17
7225,991,5,2022-07-07
8101,568,1,2022-05-04
3904,174,5,2021-02-10
7217,460,5,2022-09-13
7332,457,1,2022-07-06
7692,921,4,2022-09-29
9286,172,1,2022-08-08
1952,777,5,2022-04-23
7816,536,3,2022-02-06
1821,599,4,2021-11-06
1965,326,2,2022-02-03
459,784,3,2022-06-11
5060,520,2,2022-10-09
2606,746,2,2020-09-26
7894,103,4,2020-12-21
3811,578,1,2022-01-08
4678,544,1,2020-03-27
6164,305,5,2020-05-31
8456,833,5,2022-12-14
1723,568,2,2022-07-23
7625,158,3,2021-05-07
8842,489,1,2020-09-17
4957,280,4,2020-07-09
2004,590,1,2021-10-31
3928,5,3,2020-04-20
9459,535,3,2022-01-12
9782,568,1,2020-08-29
6508,179,1,2021-09-09
313,916,4,2020-10-01
4442,560,3,2022-09-18
8066,211,1,2020-03-22
6918,166,3,2022-03-27
5270,68,1,2020-12-27
8100,451,2,2022-02-17
4774,531,4,2020-10-08
6164,676,1,2020-05-01
1562,678,4,2022-08-24
7318,910,4,2021-09-28
4235,12,1,2022-12-05
712,333,4,2022-10-26
1172,368,1,2020-10-02
5608,665,4,2020-09-17
995,210,1,2021-05-28
4635,664,2,2021-02-28
4149,681,4,2021-07-05
6723,48,1,2021-11-03
9911,285,2,2020-12-29
3128,226,1,2021-03-23
6329,369,4,2020-09-25
8467,109,5,2022-04-02
4287,306,4,2022-05-24
6657,253,3,2022-08-01
7122,60,5,2021-10-17
6680,639,4,2020-05-24
707,663,4,2022-12-20
7696,182,1,2021-01-15
8803,914,4,2020-10-01
7364,997,3,2020-11-11
7584,669,5,2022-03-28
5537,264,5,2021-05-05
3402,170,4,2021-03-30
3010,152,1,2020-02-01
7055,617,1,2022-11-10
8574,22,3,2022-08-04
2636,725,2,2021-10-01
261,160,5,2020-11-19
2425,93,5,2021-03-23
4501,189,3,2021-05-20
7829,711,3,2022-07-16
357,442,4,2021-12-29
5335,784,5,2020-10-16
22,528,5,2022-08-17
4223,496,5,2021-01-21
483,637,1,2022-02-27
5126,471,2,2020-01-31
8892,672,1,2020-05-05
2977,823,5,2022-09-07
7117,585,5,2022-05-15
5249,605,4,2022-08-07
8413,579,5,2022-04-16
7851,772,3,2021-10-28
2891,996,2,2020-03-30
3880,32,5,2021-03-01
7052,344,2,2022-12-07
1351,466,1,2021-05-24
3716,301,5,2020-02-25
114,177,3,2020-02-01
1550,657,4,2022-01-11
5264,759,1,2022-12-18
3908,371,1,2022-12-03
2996,627,3,2021-09-02
3921,340,2,2022-09-30
1111,517,1,2021-09-14
5431,446,1,2020-12-08
6075,523,5,2021-09-27
6177,630,1,2022-08-06
5418,812,3,2021-07-30
3548,239,3,2020-08-08
1949,764,4,2021-10-07
8347,25,1,2021-04-14
9396,240,2,2021-07-23
6410,925,1,2021-07-22
5830,152,1,2020-04-21
6131,351,5,2021-08-04
8043,139,3,2020-09-06
4814,189,1,2020-04-24
5444,906,2,2022-10-03
4888,640,1,2021-07-18
1667,695,4,2022-07-27
262,123,3,2022-03-23
3615,17,3,2020-12-23
1527,539,5,2022-11-28
8229,172,2,2021-08-11
6393,6,5,2020-03-10
3922,437,4,2020-06-13
4131,436,5,2020-12-04
1954,590,3,2020-08-12
5358,837,3,2021-08-07
668,497,3,2020-09-11
6735,732,3,2020-11-27
6906,723,4,2020-06-20
5785,54,2,2022-02-01
5278,714,5,2022-12-25
99,350,2,2021-01-05
2733,106,1,2020-10-19
4752,722,1,2021-08-29
3217,875,1,2020-10-10
2401,866,2,2020-01-12
6993,12,1,2021-08-09
546,985,2,2022-02-22
958,245,1,2020-03-26
3252,25,1,2022-08-02
5549,554,2,2022-09-06
6105,369,5,2020-02-09
2888,561,1,2020-05-29
9371,813,4,2021-12-31
9461,193,3,2020-09-28
4792,725,4,2022-05-26
1825,50,3,2022-06-14
3322,912,3,2022-12-15
4029,874,2,2021-12-22
2897,436,4,2020-01-31
4154,747,1,2020-10-15
1395,70,5,2021-02-04
970,808,3,2022-01-04
9642,554,5,2022-02-28
3088,784,2,2021-02-20
3299,406,2,2022-03-26
2146,209,2,2020-11-24
7275,29,5,2021-06-30
4852,290,2,2022-08-08
6364,156,3,2021-10-09
9974,399,2,2022-03-07
4785,90,1,2020-04-21
289,699,3,2020-05-18
8146,558,2,2022-05-29
8579,523,2,2022-03-17
5543,312,4,2020-05-08
2393,756,2,2021-10-23
3334,238,1,2022-09-21
1284,445,3,2021-07-30
6159,71,5,2022-03-20
137,792,3,2022-03-18
6250,422,1,2020-12-19
9431,523,2,2020-03-31
8272,183,5,2020-04-13
7950,929,1,2021-11-18
9412,154,5,2021-08-24
8845,841,2,2021-12-31
9121,173,4,2022-03-07
7089,404,5,2021-04-17
6376,683,4,2022-08-08
9279,906,1,2021-04-07
3080,696,3,2022-10-02
5618,370,1,2020-10-01
1794,250,3,2020-07-17
3353,824,1,2022-10-22
7418,990,2,2020-02-22
5623,272,1,2020-08-19
6977,446,5,2022-12-18
5956,888,1,2020-09-05
9834,251,2,2021-04-05
3551,158,3,2020-03-08
2129,401,3,2021-05-22
5785,840,2,2022-06-01
8190,809,5,2021-09-03
565,287,1,2021-10-18
1387,423,2,2020-09-09
2378,474,2,2020-02-26
5522,605,2,2020-09-09
8833,137,4,2021-11-01
6407,121,3,2020-04-13
6945,411,1,2022-08-20
9343,712,5,2021-05-28
1550,359,4,2022-04-05
381,412,5,2022-01-07
7704,894,3,2022-05-25
644,474,4,2022-09-23
8771,252,2,2021-06-12
1065,988,3,2022-03-16
4426,741,5,2022-12-11
4606,763,3,2020-09-08
6339,224,1,2020-08-10
446,903,3,2020-01-09
9254,618,1,2022-01-25
796,808,5,2020-10-07
3776,828,3,2020-12-30
8673,909,3,2020-01-03
5984,185,4,2022-12-14
3650,429,3,2021-05-07
6836,657,2,2020-11-02
452,909,5,2022-02-12
1296,638,5,2022-04-26
4147,628,4,2022-06-10
347,364,2,2022-02-17
4719,968,3,2021-03-16
9919,643,2,2022-12-18
3035,821,1,2022-07-30
3407,328,4,2020-10-26
5484,290,5,2020-04-08
2095,811,4,2020-11-17
792,11,5,2021-02-16
7887,383,3,2020-11-20
6649,552,3,2020-07-16
4221,824,5,2022-04-28
8333,55,5,2020-01-04
1726,377,2,2021-02-08
6951,334,4,2020-05-26
2177,649,5,2022-01-15
1152,221,1,2021-11-01
9368,913,2,2022-07-13
8018,342,2,2022-06-29
2263,610,2,2021-05-24
8453,805,3,2022-03-10
9805,587,1,2022-08-11
4390,872,3,2022-11-30
128,230,2,2020-11-02
8171,379,1,2020-02-02
6930,956,1,2022-02-26
3246,753,1,2022-12-30
3679,860,5,2021-02-10
6178,210,4,2021-03-03
4850,163,3,2020-06-16
2524,732,2,2021-04-11
5503,536,4,2021-09-10
8277,505,3,2020-01-12
4032,213,1,2022-03-20
5085,611,1,2021-08-30
5279,64,4,2020-05-04
413,759,4,2020-09-20
6796,649,5,2021-01-18
3597,632,4,2020-12-23
6961,224,3,2020-08-28
6244,314,3,2021-05-06
4222,942,3,2022-03-18
5297,985,5,2021-08-15
7616,346,3,2020-12-26
2064,676,5,2021-09-17
1966,745,4,2021-10-28
4436,337,4,2021-05-11
7846,618,2,2021-06-30
1228,288,1,2021-01-18
7320,870,1,2022-10-14
5523,836,1,2021-03-17
4337,479,2,2021-03-30
8251,900,5,2021-07-31
1148,47,4,2020-09-11
2182,230,4,2020-02-13
714,145,4,2020-04-09
2017,67,3,2021-09-01
2784,568,4,2021-12-03
4086,451,3,2020-12-10
7629,732,5,2020-12-30
41,617,3,2021-06-10
3711,411,5,2022-05-31
3550,984,4,2020-07-06
2272,985,4,2020-08-19
6623,303,1,2021-07-22
3353,961,4,2020-09-27
9226,336,1,2021-07-16
8070,99,1,2022-09-27
420,439,1,2022-06-29
4557,445,2,2020-12-27
2850,81,5,2021-09-20
4085,362,3,2022-10-29
6571,659,3,2021-01-15
4515,804,4,2021-01-08
103,807,4,2022-02-15
5470,684,3,2020-03-07
6945,344,3,2021-10-27
2436,906,4,2022-10-16
4589,997,2,2020-03-30
148,837,5,2021-06-14
9709,57,4,2022-12-30
7949,143,4,2022-02-19
1177,199,2,2020-04-05
6253,818,5,2021-07-31
7922,191,2,2022-11-16
682,959,1,2020-06-04
3669,773,2,2021-02-17
8602,333,5,2022-09-16
9113,288,1,2020-01-05
4918,9,3,2022-08-09
7683,828,3,2020-01-14
679,352,5,2021-03-28
8542,755,4,2021-11-26
1804,694,1,2021-12-08
7794,637,1,2020-11-20
3414,551,1,2020-03-26
4646,149,4,2021-08-04
8686,561,4,2021-08-31
3851,455,3,2022-05-01
1840,231,2,2021-08-15
4541,703,5,2020-06-03
9042,833,2,2020-06-28
8660,626,5,2021-10-19
3835,703,4,2022-10-30
5522,549,3,2020-05-24
2744,432,2,2020-12-22
176,999,5,2020-08-14
3138,373,3,2022-05-23
5124,951,4,2021-08-16
1604,499,1,2022-09-13
997,642,1,2020-12-03
9269,165,5,2020-01-30
6595,216,1,2022-08-27
1930,819,4,2021-02-17
107,392,3,2020-04-27
8668,69,1,2022-05-29
5304,506,1,2020-08-01
2048,529,2,2021-03-15
3469,122,4,2021-02-22
8751,887,4,2020-09-09
9850,405,3,2020-02-27
8119,195,3,2020-04-30
5647,955,1,2021-08-13
4407,454,1,2021-01-14
7692,163,3,2020-04-16
1189,435,5,2020-11-21
5095,342,2,2021-08-18
456,846,4,2021-11-21
9049,513,5,2020-02-03
7719,929,5,2020-02-18
3456,597,1,2021-08-14
4195,357,1,2021-02-13
4126,62,2,2020-11-28
8420,128,5,2020-04-08
5239,34,2,2022-06-07
4821,226,4,2020-06-10
7652,40,4,2022-06-07
5609,676,2,2022-04-12
5276,474,4,2021-02-01
2887,485,1,2020-06-04
905,167,3,2021-12-17
8899,492,3,2021-11-03
9196,798,3,2021-05-21
654,776,5,2020-11-19
2312,987,5,2022-04-14
6504,516,1,2021-08-16
6087,350,1,2021-05-26
2364,952,5,2020-02-23
3665,986,1,2021-10-29
8967,321,3,2020-01-09
9025,29,1,2021-10-20
5931,179,2,2022-02-28
4063,61,5,2022-02-22
9858,780,5,2022-07-30
70,128,2,2022-08-24
1443,768,1,2020-01-16
6737,163,1,2020-03-24
9868,668,2,2020-01-15
8356,130,3,2020-12-23
7509,680,3,2021-03-21
9495,291,2,2022-09-05
4281,433,2,2020-11-26
7405,744,4,2020-01-27
1327,795,1,2021-04-24
408,504,1,2020-06-21
8662,268,1,2022-11-28
6913,186,3,2020-12-12
2644,433,2,2021-10-23
5141,814,2,2022-08-18
4146,239,3,2021-01-16
7604,298,5,2021-04-16
4667,507,4,2022-05-23
1504,10,2,2021-07-24
4039,336,2,2022-02-09
3364,851,2,2021-09-05
3243,398,1,2022-06-19
2473,420,2,2022-11-09
5343,450,2,2022-09-19
6717,527,2,2021-07-12
1010,446,3,2020-01-19
5840,804,4,2020-02-13
1136,434,4,2020-04-20
5066,138,5,2022-07-28
307,717,1,2021-02-21
6839,977,3,2022-06-20
2577,677,5,2021-03-15
5872,245,5,2021-11-05
4813,885,2,2022-03-23
5143,785,2,2022-10-14
9470,450,2,2020-09-06
9831,129,4,2021-11-22
8360,546,2,2021-09-29
7495,552,4,2021-09-12
1454,21,2,2021-04-11
7095,568,1,2022-08-21
2360,455,5,2021-02-14
7992,829,4,2020-02-04
7558,458,5,2021-02-13
3096,201,2,2021-07-23
4429,390,4,2020-10-07
1187,49,2,2021-05-28
4953,150,3,2021-06-04
376,969,3,2021-12-18
964,13,2,2021-07-06
4745,192,5,2021-11-24
1576,239,5,2022-05-02
3667,340,4,2022-12-01
4375,788,1,2021-11-04
7053,105,3,2020-10-09
7340,46,1,2022-01-30
2607,380,3,2021-06-23
2729,293,4,2021-04-03
6695,561,4,2020-10-15
1438,845,3,2020-10-22
7406,418,1,2022-06-12
6946,33,4,2022-05-24
1421,430,5,2022-01-20
9505,209,1,2020-09-26
3739,640,2,2021-10-11
5159,232,3,2020-01-27
6426,654,1,2022-10-01
2039,81,3,2020-01-09
8965,711,3,2022-01-04
559,986,1,2020-09-03
8879,821,3,2021-01-13
1428,552,5,2022-04-06
4168,435,5,2021-01-05
2698,175,2,2021-11-29
9330,925,2,2022-01-03
7256,34,5,2022-07-27
1215,641,3,2021-09-08
3289,818,4,2020-07-24
5780,982,5,2022-12-04
7353,294,1,2021-09-23
6755,459,2,2020-04-11
8543,131,4,2022-03-21
8978,315,3,2020-01-30
3258,263,2,2022-04-14
9660,914,2,2021-07-13
6247,383,1,2021-01-29
3580,475,4,2022-03-16
7950,892,1,2022-02-24
9621,92,5,2021-05-28
6533,199,5,2020-09-07
5659,252,5,2021-10-21
2629,380,5,2021-05-25
593,358,4,2021-01-21
5465,237,1,2020-05-12
7475,727,4,2021-11-14
2677,231,2,2020-02-17
1932,375,5,2022-10-02
1286,804,2,2020-05-31
5129,248,4,2022-09-03
4144,136,3,2021-07-26
8947,347,5,2020-03-07
9801,263,1,2021-05-07
9225,187,1,2021-09-19
3806,693,3,2020-06-11
7324,421,2,2022-06-27
7008,373,4,2020-09-17
7194,350,1,2022-09-13
3002,185,5,2022-12-26
2814,163,4,2020-05-21
9448,217,3,2021-10-13
6513,839,1,2022-05-05
8516,117,1,2021-10-25
6518,547,4,2020-06-21
7258,533,2,2021-10-23
9953,699,4,2021-08-13
2417,338,1,2020-10-14
2046,991,4,2021-09-07
3696,715,2,2020-04-28
9740,24,3,2021-10-20
5699,610,1,2021-05-19
9526,613,4,2022-06-19
6383,4,4,2021-10-13
7112,768,2,2020-08-15
6305,33,4,2021-05-07
4509,665,3,2020-12-17
2655,169,1,2021-08-18
3559,822,5,2022-02-24
3003,524,3,2021-09-17
6392,562,5,2020-11-07
4913,543,2,2020-05-25
6938,860,3,2020-10-19
6957,920,4,2021-05-08
9337,531,5,2020-01-06
2874,327,3,2022-01-31
1121,388,3,2022-12-29
3430,438,5,2021-08-09
3398,625,5,2021-10-12
6563,529,1,2022-11-12
6311,347,5,2021-08-31
3422,809,3,2022-03-03
1010,528,3,2022-01-27
4004,375,1,2021-11-06
6829,563,3,2020-07-17
2866,716,1,2021-12-02
5963,592,2,2021-05-21
6850,291,2,2021-02-16
4150,854,2,2020-09-11
735,257,4,2022-11-21
4684,618,2,2022-06-08
7560,872,5,2022-05-03
4220,428,2,2020-12-25
5511,393,5,2022-10-13
9709,524,3,2020-10-01
4419,118,5,2020-04-26
9325,212,3,2021-08-17
6240,679,1,2020-10-08
3156,855,2,2022-01-04
4533,288,1,2020-09-27
689,961,2,2020-11-13
1501,824,5,2021-04-20
6365,597,4,2022-10-25
3344,893,5,2021-08-26
6468,247,2,2020-08-26
4790,785,5,2020-09-11
7164,147,4,2022-09-14
1838,126,4,2020-03-16
2856,161,1,2020-09-10
174,884,1,2020-11-10
7444,596,2,2020-06-22
7750,596,5,2020-04-19
8128,180,3,2021-04-02
9902,931,5,2021-06-20
5998,246,3,2021-12-27
3371,868,5,2020-09-25
4577,565,1,2022-03-01
6156,248,5,2020-05-05
8168,249,5,2021-11-14
6262,567,4,2022-06-09
7785,881,2,2020-11-14
7224,937,3,2021-10-17
1928,326,1,2021-09-18
6226,886,1,2021-08-06
5077,493,2,2020-07-16
5103,190,1,2022-07-11
5583,285,1,2022-03-14
5611,796,5,2022-08-11
8895,960,2,2021-08-12
6541,520,3,2020-06-11
8766,160,1,2020-10-15
9248,759,5,2020-12-19
7633,862,3,2022-01-28
5077,709,4,2021-11-09
2554,32,3,2021-08-27
7340,498,1,2020-02-16
7179,378,4,2021-01-23
8068,459,1,2020-08-31
7823,714,1,2021-09-27
121,889,4,2022-04-17
4214,4,3,2022-01-17
980,715,2,2020-10-01
8238,420,5,2020-06-27
6485,909,1,2022-04-09
3492,642,2,2022-02-27
8446,614,1,2022-11-11
6495,249,3,2021-01-29
3879,96,4,2021-11-10
8703,835,3,2022-03-12
2047,605,5,2021-10-21
5543,596,2,2022-08-20
8076,262,4,2021-04-15
794,597,4,2022-12-18
3646,851,5,2020-08-03
258,168,5,2021-04-02
2391,382,3,2022-04-11
833,21,3,2021-09-16
9727,284,5,2021-08-22
9506,615,1,2020-02-17
9738,83,3,2021-03-16
3056,770,2,2022-03-13
5145,400,1,2020-02-24
634,652,3,2022-07-05
1792,422,5,2022-03-05
3493,534,2,2021-01-26
8403,530,3,2020-12-27
6519,939,1,2020-04-02
8408,389,4,2021-12-27
1749,524,4,2022-04-29
1361,679,2,2020-05-20
4221,483,5,2022-07-09
3378,745,5,2022-07-08
3969,529,5,2022-06-01
3174,138,3,2021-07-20
7518,179,3,2020-03-08
406,891,4,2022-03-23
5343,648,5,2022-06-11
8494,856,1,2020-09-02
2142,632,2,2020-12-07
2855,54,3,2021-01-01
8304,170,1,2022-11-20
1534,891,2,2021-10-30
907,331,1,2021-05-12
8126,267,1,2021-02-07
1781,385,2,2020-02-26
2519,978,4,2021-01-12
2460,980,5,2022-08-09
6616,559,2,2022-03-17
1734,513,1,2021-04-25
4905,234,3,2020-04-11
7085,185,1,2021-01-15
5062,467,3,2022-07-12
9043,147,3,2021-05-10
1696,430,1,2020-10-16
5705,946,4,2021-09-17
4090,873,3,2021-05-04
4615,231,2,2020-04-23
8455,717,2,2021-02-06
9613,780,2,2022-10-01
9279,651,2,2021-04-11
8929,540,4,2022-12-20
3688,774,4,2021-05-13
5531,617,1,2020-05-19
7616,906,2,2022-04-05
3018,773,2,2021-05-20
8006,367,5,2020-02-16
2301,334,4,2022-07-06
2719,506,1,2022-04-08
2909,958,4,2021-03-30
7561,821,4,2022-10-10
630,170,3,2021-12-27
1701,456,1,2021-12-28
3608,609,1,2020-05-30
7941,650,1,2021-11-30
4356,634,5,2022-01-07
6923,2,4,2020-03-16
9993,819,2,2020-01-26
2329,405,2,2020-08-04
2410,191,5,2021-09-29
2903,606,3,2020-10-01
2997,521,5,2020-06-24
813,285,1,2020-01-05
7757,349,2,2021-01-06
7274,268,2,2021-09-06
903,994,4,2021-10-02
693,131,2,2022-08-29
6851,913,2,2022-04-06
2857,573,5,2020-01-12
9772,381,4,2021-06-21
7188,444,2,2022-07-30
2231,202,4,2022-04-02
4374,311,2,2022-12-07
2973,130,2,2022-04-11
9777,362,3,2022-05-27
4845,648,2,2022-02-18
1858,260,1,2021-08-14
4099,282,2,2020-08-06
7110,38,3,2022-01-10
1957,553,2,2020-04-04
6762,819,5,2022-08-19
680,334,1,2020-11-29
4561,781,4,2022-09-02
3898,186,2,2021-08-12
815,42,5,2022-06-26
2418,331,3,2021-03-02
3738,303,3,2020-10-08
3515,355,4,2021-10-23
9627,74,5,2022-01-15
2828,10,4,2020-02-19
8118,529,3,2022-10-16
9872,726,4,2021-12-20
3080,140,1,2022-02-05
1200,600,4,2020-05-21
7523,151,3,2022-09-04
1680,618,4,2020-02-08
1157,265,4,2022-03-19
8452,562,3,2022-06-21
7348,31,2,2021-06-28
7262,187,4,2022-12-22
4033,927,2,2020-09-06
9624,124,5,2021-05-30
8923,655,5,2021-05-30
4552,227,4,2021-12-21
7125,327,5,2021-07-24
1759,896,4,2020-07-18
8793,254,5,2021-09-11
8808,807,1,2021-10-06
2576,745,4,2020-08-16
6441,498,4,2020-03-26
161,410,2,2021-09-23
5431,933,3,2021-05-10
2449,11,5,2020-03-29
3204,723,4,2022-10-23
1833,329,4,2022-07-03
5784,199,3,2022-02-17
3145,731,3,2022-09-27
1842,693,5,2022-11-23
6894,574,3,2022-10-20
9959,440,5,2022-01-10
3277,345,1,2022-09-13
8456,78,2,2022-05-03
565,1000,1,2021-12-02
2151,53,2,2020-08-07
6147,236,3,2020-06-08
6400,585,3,2020-08-25
8132,804,4,2021-09-21
1549,298,3,2020-06-28
8270,572,4,2021-06-29
9486,736,4,2022-07-09
2313,879,5,2020-12-11
6057,962,2,2020-01-19
3026,775,2,2021-08-02
2019,561,5,2020-02-09
8081,871,1,2020-06-09
8617,359,4,2022-02-16
3003,643,4,2022-12-29
6721,275,3,2022-04-05
7855,861,5,2021-07-23
1800,149,3,2022-02-26
4623,703,4,2021-07-01
7549,340,5,2020-03-10
1690,35,5,2022-04-21
2024,691,4,2021-10-19
8107,113,2,2021-02-28
7909,231,1,2021-07-20
5882,785,5,2022-07-13
5648,248,2,2021-11-03
3631,67,4,2020-06-02
882,533,1,2020-05-26
9287,947,5,2020-09-04
4965,773,5,2021-06-24
3797,772,5,2022-08-03
9779,875,3,2021-06-23
1411,893,2,2021-10-11
7717,31,3,2020-06-27
6439,723,1,2021-10-30
7100,984,3,2020-06-29
9158,496,5,2022-05-13
2040,671,5,2022-10-10
5990,92,3,2022-11-22
352,781,2,2020-04-22
7781,987,3,2021-04-13
3175,729,2,2022-11-30
5874,128,3,2022-09-07
4827,22,2,2020-09-21
2852,952,1,2022-04-03
1567,166,1,2021-08-27
8806,79,3,2020-08-24
2115,903,1,2021-10-02
9292,518,4,2020-12-22
8230,604,4,2021-03-23
2696,235,1,2020-09-29
7889,34,2,2020-07-07
8442,113,3,2022-03-13
6527,282,1,2022-12-04
7568,515,4,2021-04-16
8290,93,1,2022-07-29
6508,133,5,2022-02-28
3087,987,1,2022-11-28
9113,471,2,2020-02-19
6932,424,2,2021-09-20
7416,625,2,2021-10-26
5114,193,3,2020-06-21
3697,23,1,2020-12-22
93,851,2,2020-09-04
9695,727,3,2021-06-25
