sale_id,product_id,quantity_sold,sale_date
6569,505,1,2020-08-13
3417,153,7,2020-12-25
2748,971,8,2021-03-23
9443,171,3,2020-11-05
8166,276,3,2022-01-17
8780,365,1,2022-10-22
3960,996,5,2021-07-11
4309,399,8,2021-03-15
9536,199,8,2021-08-20
6449,836,6,2022-08-09
6316,309,5,2020-07-19
8465,473,2,2020-07-04
4799,442,9,2021-09-15
2829,597,6,2021-07-05
5034,330,10,2022-02-16
4175,503,7,2022-01-01
7387,366,8,2020-12-21
4075,248,5,2022-10-16
1966,927,9,2021-08-03
5657,567,2,2022-09-09
7086,783,2,2021-07-11
9478,573,6,2021-11-01
6475,11,5,2021-03-06
477,969,4,2021-07-12
6634,461,4,2021-09-14
2896,195,3,2021-03-15
3172,838,1,2020-06-12
7709,825,10,2022-01-15
5041,631,7,2021-03-28
8646,390,7,2020-07-06
1221,657,3,2021-11-23
1374,125,9,2020-08-27
2885,843,3,2021-06-18
1454,124,3,2021-01-13
7322,746,5,2020-10-17
8144,762,7,2021-06-09
7906,752,9,2022-02-14
9343,855,6,2020-12-21
523,582,1,2020-06-19
5131,885,6,2022-11-24
4303,433,4,2021-08-19
644,619,9,2021-08-26
5248,827,7,2021-12-23
6706,10,8,2022-03-08
6142,535,5,2021-12-18
3886,588,9,2022-05-29
9769,467,2,2022-08-18
8346,163,6,2020-12-08
8760,494,7,2022-11-15
1389,58,6,2021-09-12
8584,58,3,2022-02-19
7782,342,6,2021-04-28
2477,83,8,2022-01-26
3765,597,8,2020-12-27
4490,874,4,2021-05-03
7198,289,1,2022-03-15
3930,446,5,2022-11-28
2397,328,9,2020-01-03
8333,934,8,2020-05-22
493,755,1,2022-01-02
952,467,6,2021-05-07
4848,63,9,2021-09-04
950,961,6,2020-12-19
291,24,1,2021-11-01
1578,84,1,2020-03-16
510,272,1,2022-06-12
7337,445,8,2020-03-03
232,478,5,2021-09-23
5255,667,7,2020-05-25
7756,797,5,2021-02-13
8187,299,1,2020-11-07
1331,444,6,2021-05-22
5798,986,5,2020-10-04
7516,672,6,2020-06-24
7721,533,7,2020-10-07
4205,594,2,2022-12-21
2695,410,10,2021-07-19
4082,732,10,2020-02-13
613,180,7,2020-12-29
1849,529,1,2020-03-08
8188,959,7,2020-01-13
4403,4,9,2021-08-17
1656,494,4,2022-04-10
2508,946,3,2020-01-08
1174,392,5,2020-07-20
7702,756,1,2020-06-29
5285,200,9,2022-07-28
3716,524,2,2022-07-30
5236,434,4,2020-11-05
1302,962,9,2020-05-06
6150,211,4,2021-12-25
6962,399,1,2020-11-03
4090,600,7,2020-01-03
9651,460,8,2022-03-19
5513,14,10,2022-08-23
264,11,3,2021-10-06
3449,759,3,2020-04-13
2495,335,6,2022-04-14
6790,240,10,2020-10-02
3685,926,9,2020-12-29
6303,462,10,2020-12-18
526,725,10,2021-10-07
8997,243,10,2021-08-16
7987,498,6,2022-01-07
1200,66,5,2020-01-01
9759,727,5,2021-11-08
9523,21,7,2020-11-22
7408,540,6,2021-08-15
3964,884,7,2020-03-04
1128,205,2,2022-08-14
8081,698,10,2021-02-22
3030,686,9,2020-02-14
2154,809,3,2022-06-24
3900,234,6,2021-06-23
302,552,8,2022-12-29
3347,196,8,2021-07-24
474,917,3,2021-06-08
1929,567,1,2022-11-17
2979,969,9,2021-12-06
2794,251,7,2022-09-22
2576,249,2,2020-07-27
3455,785,1,2022-07-14
7910,836,7,2022-03-14
9910,184,5,2020-05-22
1832,234,3,2021-01-26
4629,252,8,2020-06-09
2595,782,9,2020-06-09
1655,640,1,2021-02-27
7161,23,9,2020-02-07
4313,508,6,2022-12-11
8024,182,6,2020-08-08
4681,646,4,2022-08-22
4760,361,6,2022-10-20
8266,623,2,2020-07-30
1517,355,4,2021-08-11
8542,933,4,2020-11-17
9857,402,8,2022-06-09
1851,989,3,2022-10-22
436,896,4,2021-05-11
5925,428,4,2020-11-09
6074,723,4,2021-10-16
3539,240,8,2022-02-28
4206,738,4,2022-02-16
7777,872,7,2020-07-05
2649,888,5,2022-05-19
3054,875,5,2020-06-12
5956,254,8,2022-12-12
4697,633,1,2022-01-07
3016,973,10,2020-07-12
8870,218,6,2022-03-01
819,243,6,2021-11-26
9389,910,7,2021-12-30
3671,821,9,2020-10-04
2154,336,10,2021-12-07
3436,446,10,2022-04-30
3793,965,5,2021-06-11
121,478,8,2020-07-19
3483,266,9,2021-10-08
8859,42,3,2021-01-30
7517,452,9,2021-08-09
7761,323,2,2020-05-02
5352,29,10,2022-05-27
3995,644,1,2022-02-24
8399,156,4,2021-06-05
3323,444,10,2020-12-28
8079,594,6,2021-12-05
5119,613,7,2021-01-20
8928,772,6,2021-06-29
329,457,6,2022-01-16
610,803,5,2021-09-29
7746,577,5,2020-02-07
6426,971,1,2021-11-25
7732,656,3,2020-01-10
2618,51,8,2022-05-08
5905,464,1,2021-09-20
5430,973,10,2021-11-23
6371,88,9,2020-12-13
1900,389,7,2021-10-29
3801,877,4,2021-01-09
5453,292,5,2021-01-28
7791,429,4,2022-01-11
992,338,2,2022-01-08
8925,643,1,2020-08-07
680,77,1,2020-12-20
9784,163,9,2021-11-15
3948,152,9,2021-03-16
9777,389,3,2021-07-13
2729,104,4,2022-10-11
1821,57,1,2022-01-25
9170,705,2,2022-07-20
2714,801,9,2020-08-19
6192,656,7,2022-03-22
5433,474,10,2022-11-29
2938,961,4,2020-05-16
6574,444,1,2020-10-18
5725,520,4,2021-04-10
3801,320,1,2022-03-15
2205,749,7,2022-09-07
50,135,2,2022-11-11
9148,623,9,2020-07-09
6613,466,2,2020-04-01
3730,783,6,2020-08-28
724,642,10,2021-06-16
3706,256,1,2020-02-26
3939,110,5,2021-06-03
8644,349,9,2022-08-23
6926,6,4,2020-09-06
2097,476,3,2021-12-28
1813,401,7,2021-08-29
1729,267,9,2022-11-18
1276,342,7,2020-10-18
921,834,7,2021-10-01
9675,427,1,2022-02-09
1029,65,2,2020-10-25
7206,234,1,2020-09-17
5042,721,2,2021-08-30
9015,935,6,2020-03-14
5112,981,5,2021-06-10
9732,238,5,2022-11-25
2104,284,4,2022-03-20
9410,634,7,2020-10-18
4949,887,2,2021-05-24
3371,227,5,2020-10-11
6134,31,6,2022-03-17
6980,855,9,2022-04-23
7772,463,4,2022-07-12
9285,348,10,2022-06-24
3934,886,7,2021-11-05
1939,57,9,2020-08-24
5177,378,2,2022-09-11
3423,294,9,2022-12-05
5802,334,3,2022-08-17
5555,715,6,2022-02-05
7476,183,7,2022-10-27
7493,370,3,2022-06-05
9376,81,4,2020-11-27
6735,407,3,2022-07-18
8723,407,3,2021-11-16
2891,129,3,2020-02-21
8317,471,4,2021-01-12
3347,787,9,2022-01-27
5097,130,9,2022-07-27
3665,887,8,2021-05-08
8375,38,10,2022-05-13
786,928,6,2020-11-01
8585,367,8,2020-01-01
9404,476,8,2020-03-08
3762,784,9,2020-04-06
4972,401,6,2020-07-27
3821,645,3,2021-01-12
524,244,9,2021-11-19
2737,488,4,2022-11-13
5741,390,1,2022-08-05
3381,36,1,2020-12-13
7818,786,9,2022-10-23
654,943,5,2022-11-29
930,393,1,2020-06-18
4918,505,3,2022-03-12
920,607,4,2021-10-23
1724,611,1,2022-09-30
6860,971,6,2022-09-11
1171,911,7,2021-03-20
8590,987,5,2022-11-27
9184,671,3,2021-06-09
8466,601,10,2022-02-05
7053,863,2,2022-11-30
6737,556,8,2020-10-25
8243,710,8,2020-09-10
5259,863,6,2021-08-01
1312,777,10,2022-05-15
3598,991,4,2021-07-07
1994,34,10,2021-11-11
8041,564,10,2021-08-30
6910,856,3,2021-11-12
4886,619,4,2022-10-27
8461,936,3,2021-05-08
6092,78,2,2021-12-28
1378,425,8,2020-04-14
9133,856,5,2020-08-15
1709,326,6,2020-12-07
1920,23,5,2020-06-25
9774,902,2,2020-08-29
6549,630,2,2021-09-04
7089,353,8,2021-12-21
9968,312,3,2022-04-19
7003,665,4,2020-11-22
8363,610,6,2021-07-25
9816,516,4,2022-12-29
1959,897,8,2020-03-13
2590,211,6,2020-02-03
3549,23,9,2021-09-22
7062,417,6,2020-11-18
7991,903,8,2020-05-16
9935,601,4,2021-10-02
7870,843,6,2022-06-28
8914,711,8,2022-06-03
486,634,6,2021-10-01
6226,538,4,2022-04-20
7902,686,5,2020-11-22
9082,622,8,2022-09-10
2844,805,7,2020-01-07
8123,638,6,2022-11-04
1277,166,6,2020-07-30
5180,621,4,2022-04-04
6352,113,5,2022-09-25
5732,652,9,2022-01-30
9529,579,3,2021-04-24
131,980,5,2021-08-13
561,242,3,2022-04-24
5207,462,6,2022-04-14
5084,793,2,2020-04-12
882,28,1,2020-05-01
2148,698,10,2022-07-28
9725,712,6,2022-02-04
2810,927,5,2020-01-24
3377,615,5,2020-11-12
162,863,6,2021-10-13
7284,879,6,2022-08-16
1900,662,6,2021-07-13
9778,411,1,2021-04-29
8166,695,5,2020-05-10
3784,780,1,2020-02-06
8268,879,10,2021-01-06
3941,676,1,2022-08-11
8523,775,6,2020-02-13
5115,940,7,2022-07-02
7204,300,10,2022-03-07
3160,639,1,2021-07-24
9232,252,6,2020-08-26
5153,302,1,2021-12-24
9664,105,7,2021-02-05
4590,705,9,2020-06-20
4955,209,8,2022-07-10
2259,932,1,2021-11-25
476,21,1,2021-03-08
4620,212,5,2020-12-07
8364,691,6,2021-08-17
7383,61,1,2021-08-19
2063,512,5,2022-02-26
5701,743,6,2021-06-11
8592,908,3,2020-12-20
6685,737,2,2022-07-05
5453,602,1,2021-02-13
5654,618,2,2020-05-18
492,719,8,2020-03-09
6577,971,7,2020-08-28
191,252,3,2021-05-05
5275,584,9,2022-08-31
1073,744,4,2022-06-26
3977,992,2,2022-05-25
728,656,2,2022-01-23
8210,699,8,2020-04-08
6520,67,3,2022-03-30
3039,957,4,2022-01-14
2218,812,9,2021-11-06
2038,539,1,2021-05-11
1636,755,10,2021-08-21
5176,515,6,2020-02-07
3225,178,5,2020-06-30
8156,970,8,2021-11-05
8531,224,9,2022-08-01
4261,77,10,2022-10-29
7450,622,3,2020-07-26
9263,526,10,2020-08-08
1991,57,5,2020-02-18
9133,402,9,2020-07-03
7940,119,8,2021-10-29
5544,199,1,2021-01-20
7210,728,3,2020-02-19
6500,703,2,2022-09-04
1341,135,10,2021-02-26
6514,676,7,2021-02-14
7091,622,4,2021-08-19
4712,691,6,2020-06-28
4951,276,4,2021-06-18
9138,713,2,2021-03-29
4182,25,5,2021-08-03
1896,160,1,2022-08-15
7493,309,7,2022-09-16
5365,599,6,2020-10-21
1615,205,3,2022-04-21
7174,661,1,2022-04-21
6885,363,10,2020-04-02
6188,688,8,2021-06-10
7832,705,9,2022-03-11
9367,256,6,2022-05-07
6945,567,1,2020-01-22
8945,421,7,2020-09-07
659,543,9,2022-02-08
4097,825,3,2020-02-04
9548,398,10,2022-09-16
8759,726,5,2021-02-04
3051,28,9,2021-05-30
3499,799,7,2020-08-01
6056,497,10,2021-06-18
93,333,10,2020-06-03
414,519,2,2022-08-10
1732,756,1,2022-05-21
4132,834,10,2021-10-10
5493,925,6,2020-04-15
4405,422,4,2021-01-25
4678,967,5,2022-06-05
6302,927,10,2020-06-10
1442,272,4,2022-03-19
8685,180,7,2020-04-26
5831,334,9,2022-06-29
6197,643,6,2020-07-18
4959,423,6,2022-01-23
8323,846,2,2020-02-23
2138,346,4,2022-03-19
5118,687,3,2020-12-13
1213,179,10,2021-06-23
6979,908,10,2020-05-30
8954,560,3,2022-05-16
2291,853,5,2020-12-03
1713,567,5,2020-10-02
7941,705,1,2022-12-13
1736,128,10,2022-10-27
8221,767,5,2020-12-23
4562,976,2,2021-09-11
2389,527,6,2020-11-08
1737,267,4,2022-08-03
8778,210,6,2022-12-20
7182,691,7,2021-11-12
3001,413,9,2021-06-25
3808,36,6,2020-09-02
12,114,6,2021-02-22
5856,982,8,2021-06-25
7072,628,8,2022-04-30
8602,164,9,2020-11-07
6375,741,4,2020-12-01
1051,247,5,2021-12-24
9359,321,2,2021-05-02
7004,501,10,2020-07-18
1598,769,6,2021-03-06
8979,748,5,2022-05-21
6219,137,10,2022-10-29
9293,727,9,2020-01-01
3201,92,5,2020-05-09
7531,208,7,2022-10-22
1709,606,3,2021-05-24
6280,97,4,2021-04-24
3224,341,8,2021-05-17
3589,526,10,2020-02-24
9192,5,4,2020-05-11
3059,730,10,2022-08-08
1386,870,1,2020-01-22
328,623,7,2021-03-30
8659,950,2,2020-06-27
5633,86,3,2020-09-15
6427,918,3,2021-03-03
7503,809,10,2020-11-08
1288,415,3,2022-03-07
902,280,3,2022-05-11
8606,157,8,2021-06-22
7008,197,8,2021-11-28
7011,920,9,2020-05-18
5222,703,10,2021-10-06
8130,875,4,2022-02-19
6738,46,4,2022-04-06
3240,47,4,2021-09-27
2109,398,1,2020-07-09
3222,144,5,2020-05-04
4599,923,7,2022-07-11
8795,796,7,2021-12-20
8232,795,2,2021-05-18
139,257,2,2020-09-27
7645,281,1,2021-04-05
7630,842,5,2021-01-09
2773,337,7,2022-09-03
8506,18,4,2021-11-09
612,758,3,2022-11-12
2880,51,3,2022-12-21
7714,621,6,2021-03-21
4599,753,9,2020-02-18
4601,990,7,2020-02-05
7361,843,4,2020-01-13
690,479,1,2022-09-18
7194,235,2,2021-02-22
6464,647,10,2020-04-28
759,405,4,2022-10-24
4367,120,9,2021-05-01
3639,50,3,2021-05-07
8869,470,4,2022-05-01
6961,516,10,2022-10-12
3412,322,5,2021-03-22
538,455,8,2020-03-16
6146,222,9,2021-01-21
9630,690,2,2022-12-11
1030,346,4,2022-03-13
6519,594,8,2020-08-05
5119,801,1,2021-02-07
7541,818,1,2022-07-16
8284,440,2,2020-03-28
703,252,1,2021-08-26
308,337,10,2021-10-12
8692,372,6,2021-03-12
6136,596,4,2022-06-23
784,151,9,2020-12-16
5824,502,1,2021-01-28
4552,997,9,2021-04-30
2336,438,2,2022-04-07
3261,350,4,2022-01-30
2375,963,2,2021-11-28
526,156,8,2020-07-09
711,40,10,2021-10-20
8208,399,10,2021-08-04
1287,385,8,2020-09-20
2673,127,7,2022-03-19
3281,196,3,2020-03-20
7675,429,9,2020-12-24
5975,190,5,2022-01-11
4573,216,3,2021-08-19
2569,380,8,2020-02-17
7466,39,10,2021-01-05
3202,134,9,2020-05-05
4633,846,2,2021-04-23
829,92,2,2020-06-01
4576,709,2,2020-10-10
7752,852,1,2020-07-18
9527,72,6,2021-11-10
1836,926,7,2020-01-24
4715,875,4,2021-07-16
4756,879,7,2022-03-27
7782,428,8,2021-10-04
1529,453,7,2020-07-12
9484,431,7,2022-03-30
5352,253,3,2021-01-17
8431,831,9,2022-02-15
4201,476,7,2021-03-13
2887,965,9,2021-02-21
6748,873,8,2021-09-19
2088,771,2,2021-11-01
1779,438,3,2022-01-01
9786,576,2,2022-12-19
5346,93,5,2020-03-31
4751,52,9,2020-09-12
4821,26,7,2022-03-25
4224,92,10,2021-07-09
7356,146,1,2020-11-10
2934,905,6,2021-01-22
5777,346,4,2020-08-22
4161,438,10,2020-12-09
6386,123,6,2021-04-12
8625,653,1,2020-08-13
2786,872,9,2020-10-16
2195,833,1,2022-05-07
5527,558,1,2021-01-23
2872,984,6,2022-04-25
9038,181,2,2020-02-12
9699,78,1,2020-10-08
8452,455,10,2020-12-27
1193,456,8,2021-10-10
8241,734,6,2020-08-31
8674,547,10,2021-01-13
3689,87,8,2022-05-19
3621,973,3,2020-07-19
8254,267,5,2022-06-22
4101,933,9,2022-11-24
2696,411,8,2020-09-17
1069,388,8,2021-01-20
5617,26,9,2022-03-25
7,325,10,2021-04-10
4270,118,6,2020-02-02
9447,426,1,2021-12-16
6161,427,2,2020-11-06
7795,777,4,2020-04-06
8112,954,2,2021-10-02
3978,392,7,2020-09-17
6344,617,9,2021-08-14
2446,996,3,2022-02-24
215,371,1,2021-08-25
4390,458,3,2020-11-26
2424,724,10,2021-08-20
4726,515,4,2022-04-08
7082,224,7,2022-03-28
5872,250,3,2022-02-05
625,127,7,2020-06-09
3161,672,7,2020-07-15
8769,815,7,2020-05-13
4041,48,2,2022-04-07
7296,177,9,2020-01-19
5750,296,9,2020-05-06
8437,809,4,2020-01-17
3536,662,6,2021-01-12
1183,717,8,2021-09-06
2442,178,10,2021-11-30
5344,30,6,2022-11-13
2717,986,10,2021-03-04
6144,785,6,2021-10-02
1857,987,8,2021-06-20
7483,106,6,2022-10-25
6573,213,6,2021-09-07
3747,626,4,2021-02-05
1793,327,6,2020-04-29
6128,428,2,2020-09-02
3184,226,6,2022-06-29
1621,793,6,2021-01-11
364,64,10,2020-11-22
1041,92,3,2020-03-11
7198,796,6,2020-03-24
9206,543,2,2022-03-05
4619,760,9,2020-04-14
5848,577,9,2022-12-12
5990,858,6,2021-11-24
3156,771,6,2021-01-21
327,332,10,2021-11-30
5290,955,1,2022-10-24
4080,601,9,2020-07-27
5787,556,4,2022-07-20
8554,788,1,2022-08-31
2486,80,4,2022-03-02
493,118,5,2021-03-25
9553,394,9,2020-01-21
2172,46,1,2022-07-18
7090,573,2,2020-08-17
692,352,10,2021-06-29
8456,600,8,2022-11-01
6721,871,4,2021-07-10
8069,710,1,2021-07-24
9469,552,1,2021-04-06
8282,385,3,2022-02-18
220,896,4,2022-09-23
1088,13,4,2022-12-05
1611,56,2,2021-01-28
2054,130,10,2020-07-26
6007,475,5,2020-02-04
4107,69,4,2022-01-14
8743,796,5,2020-11-06
2611,348,5,2022-08-03
4716,473,6,2021-09-08
4567,270,3,2021-06-11
2012,647,5,2022-01-05
1024,526,9,2021-04-13
3159,179,1,2021-11-15
7428,510,8,2020-08-04
9204,239,5,2022-01-08
8291,757,7,2021-04-04
8973,819,10,2022-12-24
7102,275,5,2021-05-30
524,557,7,2021-06-26
5770,481,3,2022-09-17
7805,981,2,2022-07-25
8784,715,3,2021-08-14
8473,486,7,2021-09-06
2869,430,4,2022-06-18
7451,871,4,2021-09-15
9485,629,6,2022-12-16
2513,741,1,2022-02-18
1121,872,10,2021-04-07
2541,572,4,2022-11-13
3528,255,8,2022-05-27
9618,835,8,2020-12-31
5378,207,10,2020-10-20
9163,727,8,2021-11-01
2767,464,2,2020-12-02
9648,293,5,2021-02-15
6039,598,2,2022-03-10
6257,66,8,2020-09-17
3477,396,2,2022-03-02
2455,256,9,2020-08-05
9800,837,9,2022-07-16
2395,276,9,2022-03-14
5457,582,10,2022-04-06
7485,905,1,2022-02-25
3273,402,4,2022-10-02
846,78,2,2022-01-09
1032,414,5,2021-06-14
7616,813,8,2021-02-06
3043,597,3,2021-11-04
7072,4,10,2021-04-13
5184,985,3,2021-12-09
1848,701,2,2022-10-07
689,259,8,2022-03-29
6227,963,6,2020-03-22
1792,928,6,2020-10-28
145,174,7,2021-02-03
3060,973,3,2021-12-13
6995,536,8,2022-12-10
1868,822,2,2020-04-16
5307,937,3,2020-01-29
1920,597,4,2020-11-08
4383,684,6,2022-07-16
5718,895,2,2020-06-09
4120,80,1,2021-02-02
72,932,5,2020-01-02
5823,578,3,2020-12-02
41,931,10,2020-10-14
6872,594,4,2022-08-18
3559,382,7,2020-09-26
9752,915,6,2022-10-24
1041,72,1,2021-07-13
9996,936,6,2022-08-04
4452,494,10,2021-02-19
8470,524,10,2020-01-14
8463,831,3,2022-11-13
4913,194,3,2022-10-17
5246,927,5,2020-01-26
394,724,1,2020-02-02
8065,286,8,2022-08-01
9276,859,7,2020-09-17
9463,962,5,2021-04-27
9601,959,10,2021-01-01
3501,18,5,2021-09-02
5267,551,1,2022-02-15
4802,907,7,2021-07-18
2918,678,5,2021-07-05
7955,853,5,2020-05-16
9160,38,5,2022-06-23
7936,533,1,2021-11-01
7307,498,5,2020-06-28
163,5,9,2022-12-22
1676,427,5,2020-02-08
8803,821,10,2020-09-24
5463,854,7,2020-01-23
8856,897,8,2022-07-11
6559,49,7,2022-04-05
6596,126,3,2021-02-27
1389,721,1,2021-07-02
8738,173,5,2020-11-20
8271,109,2,2021-08-19
3585,477,2,2020-11-01
6007,357,5,2021-05-10
8750,898,1,2020-10-13
7314,764,4,2020-10-04
1979,626,9,2022-02-09
4245,82,3,2022-10-19
7075,884,2,2020-08-22
2347,921,3,2022-08-08
2779,18,5,2022-07-07
579,590,5,2022-02-24
8251,85,2,2021-09-25
9311,617,9,2022-06-30
5307,282,6,2022-09-01
2859,435,1,2020-12-18
2770,19,6,2020-01-05
9073,28,6,2020-03-25
814,331,8,2021-11-08
7290,6,3,2022-07-28
7594,251,4,2020-02-18
774,45,6,2022-10-01
9882,989,1,2022-10-03
749,400,10,2022-10-04
8689,106,7,2020-07-29
7994,603,5,2022-02-19
3414,815,3,2020-05-12
1480,699,10,2021-10-13
7543,49,10,2021-04-27
7127,56,8,2021-05-30
3071,688,5,2022-09-10
2661,196,7,2022-08-30
9051,738,4,2022-08-19
1668,739,10,2020-10-20
2879,664,7,2020-04-05
2852,861,8,2021-06-10
8266,66,4,2020-08-02
9109,58,5,2021-05-06
7754,518,3,2022-10-17
5362,987,8,2021-03-02
4189,247,3,2022-01-25
8342,714,9,2022-01-17
314,735,1,2022-08-04
6105,702,6,2021-05-28
6328,881,2,2021-02-22
2051,466,6,2022-09-30
8438,57,3,2020-05-01
7979,787,6,2021-12-13
7540,108,7,2020-09-04
7208,508,10,2020-06-16
8896,919,3,2022-03-07
643,295,5,2021-02-06
5305,963,8,2022-05-18
8723,199,5,2021-09-20
2778,465,5,2022-08-02
5370,989,8,2021-11-26
6045,827,2,2021-10-16
8513,558,6,2022-11-08
7141,654,3,2020-09-04
2483,865,2,2022-08-01
5038,278,5,2021-10-13
8804,944,4,2020-07-15
6451,10,7,2022-12-02
1009,790,7,2022-10-17
4460,999,9,2020-06-23
9493,386,9,2022-06-27
7158,990,10,2020-06-22
7307,955,10,2020-10-15
9191,283,5,2022-01-19
7492,352,3,2021-04-02
5335,840,3,2022-12-02
3596,988,8,2020-06-04
6232,941,9,2022-11-29
2929,508,9,2021-10-23
898,877,7,2021-02-11
3597,237,6,2021-03-04
1678,563,3,2020-06-20
8238,742,5,2022-09-13
636,333,3,2021-07-06
4150,608,9,2022-03-01
9566,369,9,2022-04-12
3089,348,10,2020-04-26
9457,860,4,2020-01-13
5889,621,3,2020-03-04
9895,852,10,2022-08-02
5516,227,2,2020-01-24
7680,490,1,2020-08-03
8437,76,10,2020-07-09
305,967,1,2021-09-25
5673,296,2,2021-08-21
6878,718,3,2022-01-17
8241,97,1,2020-02-12
7580,258,8,2021-05-01
8845,985,2,2022-09-08
8178,830,4,2020-08-06
5299,71,3,2020-05-12
7384,201,4,2022-12-27
4449,11,2,2021-09-01
5068,866,1,2022-09-27
2364,774,6,2022-06-18
4511,217,3,2020-12-15
1395,482,4,2020-03-16
9105,256,5,2020-11-21
5820,460,7,2021-10-02
2996,1,9,2020-02-12
2849,298,9,2020-03-14
9522,953,7,2022-07-19
5065,708,5,2021-09-12
3132,808,9,2020-07-24
2768,239,5,2022-05-20
6813,536,6,2022-12-28
4300,633,4,2021-04-06
8257,871,10,2021-09-23
4646,496,7,2021-09-20
9566,575,5,2022-04-28
5371,425,9,2020-03-26
9399,461,4,2021-11-23
3489,649,9,2022-04-22
7150,865,3,2020-08-13
6997,752,8,2022-05-20
800,291,4,2020-07-16
6609,950,4,2022-09-27
2341,972,7,2020-11-18
4128,401,10,2022-07-03
4885,490,6,2020-09-18
1048,357,6,2020-05-18
3276,700,1,2022-06-14
7942,570,1,2021-12-30
34,170,1,2021-03-23
5283,574,10,2021-02-20
8690,183,8,2021-01-27
843,396,1,2020-11-24
8202,201,1,2021-09-18
259,118,6,2022-11-29
6060,771,7,2020-01-14
4403,352,2,2022-09-15
8556,544,7,2020-03-21
3902,185,2,2022-03-24
6041,80,6,2020-04-18
641,83,1,2020-01-16
6851,633,5,2022-09-20
3005,625,9,2021-03-18
458,813,10,2020-08-28
4826,552,5,2020-08-06
6572,416,6,2022-02-27
1334,668,1,2020-07-28
7172,709,2,2020-06-26
899,122,1,2021-05-31
2130,522,1,2020-01-10
3228,779,10,2021-05-17
8697,768,8,2020-08-13
3036,296,8,2021-05-28
2049,34,7,2022-06-17
2783,439,8,2020-04-07
7965,403,8,2020-05-13
8318,121,9,2021-08-02
1366,813,1,2020-11-17
843,341,7,2021-01-29
6604,553,9,2021-12-01
6875,634,6,2021-05-30
9229,335,10,2022-11-25
2386,393,8,2022-01-23
3826,956,9,2021-12-31
5749,888,9,2022-04-12
597,236,10,2022-03-28
2766,589,6,2020-05-11
8078,464,3,2020-05-05
4073,82,1,2021-05-05
4336,276,7,2021-11-12
8733,173,7,2021-08-19
4299,820,3,2021-09-18
2990,514,7,2022-04-22
5104,937,5,2022-01-15
1687,559,5,2022-05-06
5148,2,10,2021-10-23
7166,262,10,2022-03-16
9371,566,2,2020-04-24
479,415,10,2020-12-06
1469,972,7,2020-08-11
3399,471,10,2022-09-27
5804,201,10,2021-09-12
5777,164,5,2022-03-05
6758,929,10,2021-05-01
7287,53,4,2020-08-18
5458,520,10,2020-04-19
5511,493,4,2020-08-10
1815,536,10,2020-08-30
8303,805,2,2020-02-23
8033,952,5,2021-08-19
123,86,7,2022-09-28
6564,578,4,2022-05-28
8477,386,3,2020-06-29
8147,29,5,2022-10-28
5154,861,1,2020-04-15
7571,39,10,2022-03-25
8849,596,3,2021-02-19
7778,277,7,2022-05-28
4192,30,3,2021-04-15
2496,815,2,2021-07-01
8648,57,5,2022-10-30
7051,418,1,2022-01-10
2105,174,5,2021-09-16
3798,700,2,2022-07-07
800,655,7,2021-05-10
1429,944,8,2022-11-06
2343,954,7,2022-08-24
3525,130,2,2021-12-26
1042,470,8,2022-03-07
1332,290,7,2021-06-20
8465,882,3,2020-12-26
5400,613,10,2022-02-19
6071,802,3,2020-02-28
4694,808,6,2021-08-19
599,526,7,2021-07-22
3636,337,2,2021-06-15
6159,718,1,2022-03-06
1688,398,4,2020-01-11
7708,60,2,2021-01-23
8082,565,1,2022-06-11
9721,421,6,2020-04-29
8458,309,2,2022-01-08
5847,83,6,2020-06-21
6966,497,4,2021-07-25
3508,722,3,2021-11-07
4071,624,5,2022-08-19
4232,970,6,2021-01-13
1000,747,2,2022-04-27
8455,638,3,2020-02-07
1650,136,6,2022-03-16
9775,137,2,2022-02-27
943,845,8,2020-06-22
7653,635,10,2020-03-03
1679,607,1,2022-06-04
3149,770,7,2021-07-11
3499,585,9,2020-03-02
9956,125,7,2021-07-22
48,787,2,2020-10-06
1319,801,4,2021-06-13
4847,29,8,2021-02-22
4974,141,3,2022-01-25
2271,28,8,2022-01-20
4262,991,1,2021-10-13
2736,26,8,2020-01-03
5067,772,6,2022-10-03
8512,974,10,2021-01-01
7876,264,2,2022-10-13
2555,571,7,2022-10-13
651,490,6,2022-01-11
2109,655,1,2021-06-18
3618,277,9,2022-11-27
4832,950,5,2020-09-06
6726,653,9,2020-03-08
9864,677,10,2022-01-16
6305,729,7,2022-03-27
271,514,1,2022-10-19
5008,69,3,2020-09-13
7221,302,8,2021-08-21
2200,141,4,2022-12-16
2211,523,1,2021-03-23
8900,708,6,2022-11-30
8671,608,6,2022-06-20
7355,292,6,2022-01-21
2897,233,10,2020-11-26
710,831,3,2020-02-12
7846,498,3,2021-12-06
6452,187,10,2022-08-25
7587,217,8,2022-07-20
7075,994,7,2022-11-08
3687,161,6,2020-09-26
3917,128,10,2022-08-08
798,23,6,2021-11-17
4949,704,2,2021-05-04
6007,380,7,2022-06-17
7833,678,5,2021-05-24
3044,148,10,2021-10-29
7631,107,5,2022-06-01
1891,80,10,2022-09-03
5237,532,8,2020-08-11
4969,392,8,2022-03-06
8889,241,4,2021-10-29
1274,247,10,2021-08-31
4477,669,9,2021-01-03
6568,518,5,2021-07-26
7243,171,3,2021-08-14
7545,954,3,2021-04-03
2169,328,10,2021-01-08
