unique_key,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location
3400616,HK456179,2004-06-26 11:45:00 UTC,103XX S COTTAGE GROVE AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,PARKING LOT/GARAGE(NON.RESID.),true,false,512,5,9,50,04B,1182698,1836734,2004,2018-02-28 03:56:25 UTC,41.707203646,-87.606566877,"(41.707203646, -87.606566877)"
6658399,HP731116,2008-12-12 10:05:00 UTC,005XX E 104TH PL,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENTIAL YARD (FRONT/BACK),true,true,512,5,9,49,04B,1181964,1835794,2008,2018-02-10 03:50:01 UTC,41.704641132,-87.609283705,"(41.704641132, -87.609283705)"
4199145,HL528716,2005-08-04 08:55:00 UTC,104XX S MARYLAND AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENCE,true,true,512,5,9,50,04B,1183749,1835984,2005,2018-02-28 03:56:25 UTC,41.705121147,-87.602741453,"(41.705121147, -87.602741453)"
9626121,HX276728,2014-05-26 03:36:00 UTC,002XX W 106TH PL,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENCE,true,true,512,5,34,49,04B,1176580,1834318,2014,2018-02-10 03:50:01 UTC,41.700713306,-87.62904323,"(41.700713306, -87.62904323)"
11068615,JA407801,2017-08-27 02:54:00 UTC,105XX S LA SALLE ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,true,true,512,5,34,49,04B,1177145,1834945,2017,2018-02-10 03:50:01 UTC,41.702421185,-87.626955586,"(41.702421185, -87.626955586)"
8694420,HV370412,2012-07-07 12:40:00 UTC,0000X E 105TH ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,false,true,512,5,9,49,04B,1178302,1835338,2012,2016-02-04 06:33:39 UTC,41.703473512,-87.622707113,"(41.703473512, -87.622707113)"
3020141,HJ725464,2003-10-27 08:25:00 UTC,007XX E 103RD ST,051A,ASSAULT,AGGRAVATED: HANDGUN,GAS STATION,true,false,512,5,9,50,04A,1182986,1836829,2003,2018-02-10 03:50:01 UTC,41.707457664,-87.60550929,"(41.707457664, -87.60550929)"
2301070,HH589770,2002-08-18 09:40:00 UTC,009XX E 104TH ST,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,false,false,512,5,9,50,04A,1184238,1836191,2002,2018-02-10 03:50:01 UTC,41.705677782,-87.600944364,"(41.705677782, -87.600944364)"
12057195,JD239838,2020-05-22 08:40:00 UTC,106XX S CHAMPLAIN AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,true,false,512,5,9,50,04A,1182490,1834556,2020,2020-05-29 03:46:53 UTC,41.701231747,-87.607395799,"(41.701231747, -87.607395799)"
1451321,G179695,2001-03-30 03:25:49 UTC,105XX S EDBROOKE AV,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE PORCH/HALLWAY,false,false,512,5,,,04A,1179093,1834772,2001,2015-08-17 03:03:40 UTC,41.701902383,-87.619827826,"(41.701902383, -87.619827826)"
2936081,HJ621576,2003-09-10 09:00:12 UTC,103XX S MICHIGAN AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,DRUG STORE,false,false,512,5,9,49,04A,1178964,1836624,2003,2018-02-28 03:56:25 UTC,41.706987456,-87.620244029,"(41.706987456, -87.620244029)"
5527525,HN342532,2007-05-14 07:00:00 UTC,106XX S WABASH AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,true,false,512,5,9,49,04A,1178461,1834379,2007,2018-02-28 03:56:25 UTC,41.700838281,-87.622153891,"(41.700838281, -87.622153891)"
11099025,JA445920,2017-09-25 11:50:00 UTC,105XX S MICHIGAN AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,CTA BUS,true,false,512,5,9,49,04A,1178853,1835179,2017,2018-02-10 03:50:01 UTC,41.7030247,-87.620694297,"(41.7030247, -87.620694297)"
8762047,HV431367,2012-08-15 11:25:00 UTC,007XX E 104TH ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,false,true,512,5,9,50,04A,1182918,1836155,2012,2018-02-10 03:50:01 UTC,41.705609699,-87.605779158,"(41.705609699, -87.605779158)"
12062189,JD245121,2020-05-28 05:50:00 UTC,103XX S MICHIGAN AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,512,5,9,49,04A,1178964,1836624,2020,2020-06-04 03:47:31 UTC,41.706987456,-87.620244029,"(41.706987456, -87.620244029)"
12071656,JD256594,2020-06-07 12:35:00 UTC,106XX S EDBROOKE AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,false,true,512,5,9,49,04A,1179144,1834414,2020,2020-06-14 03:48:35 UTC,41.700918822,-87.619651944,"(41.700918822, -87.619651944)"
7419281,HS220247,2010-03-22 02:15:00 UTC,106XX S EDBROOKE AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,512,5,9,49,04A,1179143,1834457,2010,2018-02-10 03:50:01 UTC,41.701036842,-87.619654301,"(41.701036842, -87.619654301)"
9152292,HW297779,2013-05-30 11:37:00 UTC,105XX S INDIANA AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,false,false,512,5,9,49,04A,1179448,1835071,2013,2018-02-10 03:50:01 UTC,41.702714801,-87.618518844,"(41.702714801, -87.618518844)"
7810676,HS620801,2010-11-17 08:16:00 UTC,003XX W 106TH PL,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,true,512,5,34,49,04A,1175970,1834304,2010,2018-02-10 03:50:01 UTC,41.700688555,-87.631277235,"(41.700688555, -87.631277235)"
8823874,HV496767,2012-09-24 09:30:00 UTC,105XX S RHODES AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE-GARAGE,false,true,512,5,9,49,04A,1181783,1835010,2012,2018-02-10 03:50:01 UTC,41.702493907,-87.609970609,"(41.702493907, -87.609970609)"
5566457,HN364012,2007-05-25 11:00:00 UTC,008XX E 103RD ST,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",false,false,512,5,9,50,08A,1183988,1836860,2007,2018-02-10 03:50:01 UTC,41.707519433,-87.601839023,"(41.707519433, -87.601839023)"
12055499,JD237886,2020-05-20 06:02:00 UTC,103XX S MICHIGAN AVE,0545,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",SMALL RETAIL STORE,false,false,512,5,9,49,08A,1178964,1836624,2020,2020-05-27 03:47:37 UTC,41.706987456,-87.620244029,"(41.706987456, -87.620244029)"
6219728,HP307196,2008-04-29 10:00:00 UTC,008XX E 103RD ST,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",true,false,512,5,9,50,08A,1183988,1836860,2008,2018-02-10 03:50:01 UTC,41.707519433,-87.601839023,"(41.707519433, -87.601839023)"
9446968,HX100132,2014-01-01 01:53:00 UTC,001XX W 105TH ST,0550,ASSAULT,AGGRAVATED PO: HANDGUN,RESIDENCE PORCH/HALLWAY,true,false,512,5,34,49,04A,1177018,1835326,2014,2016-02-04 06:33:39 UTC,41.703469561,-87.627409188,"(41.703469561, -87.627409188)"
6968348,HR368491,2009-06-10 06:56:00 UTC,105XX S INDIANA AVE,0554,ASSAULT,AGG PO HANDS NO/MIN INJURY,RESIDENCE,true,false,512,5,9,49,08A,1179449,1835037,2009,2018-02-28 03:56:25 UTC,41.702621478,-87.618516215,"(41.702621478, -87.618516215)"
2839086,HJ500973,2003-07-17 05:45:00 UTC,106XX S CHAMPLAIN AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,512,5,9,50,08A,1182488,1834638,2003,2018-02-10 03:50:01 UTC,41.701456812,-87.607400592,"(41.701456812, -87.607400592)"
1369007,G077452,2001-02-07 05:00:00 UTC,105XX S STATE ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,512,5,,,08A,1178159,1834965,2001,2015-08-17 03:03:40 UTC,41.702453185,-87.623242008,"(41.702453185, -87.623242008)"
1577965,G341560,2001-06-12 05:35:00 UTC,003XX W 106 PL,0560,ASSAULT,SIMPLE,STREET,false,false,512,5,,,08A,1175761,1834258,2001,2015-08-17 03:03:40 UTC,41.700566997,-87.632043885,"(41.700566997, -87.632043885)"
1627565,G403894,2001-07-10 09:00:00 UTC,003XX W 106 PL,0560,ASSAULT,SIMPLE,STREET,true,false,512,5,,,08A,1175831,1834340,2001,2015-08-17 03:03:40 UTC,41.700790452,-87.631785126,"(41.700790452, -87.631785126)"
7251098,HR666736,2009-11-29 06:00:00 UTC,105XX S MICHIGAN AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,false,512,5,9,49,08A,1178850,1835136,2009,2018-02-28 03:56:25 UTC,41.70290677,-87.620706585,"(41.70290677, -87.620706585)"
7356856,HR688116,2009-12-13 08:45:00 UTC,009XX E 104TH ST,0560,ASSAULT,SIMPLE,APARTMENT,false,false,512,5,9,50,08A,1184238,1836191,2009,2018-02-28 03:56:25 UTC,41.705677782,-87.600944364,"(41.705677782, -87.600944364)"
9777921,HX428230,2014-09-14 03:45:00 UTC,0000X W 103RD PL,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,512,5,34,49,08A,1177777,1836341,2014,2018-02-10 03:50:01 UTC,41.706237756,-87.624599316,"(41.706237756, -87.624599316)"
5527823,HN334385,2007-05-10 04:00:00 UTC,105XX S LAFAYETTE AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,false,512,5,34,49,08A,1177792,1835027,2007,2018-02-28 03:56:25 UTC,41.702631618,-87.624583988,"(41.702631618, -87.624583988)"
8250695,HT484853,2011-09-07 04:23:00 UTC,001XX E 103RD PL,0560,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),false,true,512,5,9,49,08A,1179137,1836382,2011,2018-02-10 03:50:01 UTC,41.706319443,-87.619617854,"(41.706319443, -87.619617854)"
8134256,HT345307,2011-06-13 04:00:00 UTC,105XX S LAFAYETTE AVE,0560,ASSAULT,SIMPLE,STREET,false,false,512,5,34,49,08A,1177788,1835170,2011,2018-02-10 03:50:01 UTC,41.70302412,-87.624594326,"(41.70302412, -87.624594326)"
12496779,JE391006,2021-09-27 12:01:00 UTC,105XX S STATE ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,512,5,9,49,08A,1178120,1834963,2021,2021-10-04 04:50:46 UTC,41.702448579,-87.623384875,"(41.702448579, -87.623384875)"
3069341,HJ789596,2003-11-29 06:00:00 UTC,003XX W 106TH ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,512,5,34,49,08A,1175819,1834632,2003,2018-02-28 03:56:25 UTC,41.701592011,-87.631820357,"(41.701592011, -87.631820357)"
1534678,G282984,2001-05-16 03:00:00 UTC,099XX S KING DR,0560,ASSAULT,SIMPLE,OTHER,false,false,512,5,,,08A,1180612,1839404,2001,2015-08-17 03:03:40 UTC,41.714578532,-87.614124084,"(41.714578532, -87.614124084)"
1642949,G427408,2001-07-21 03:03:32 UTC,105XX S PRAIRIE AV,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,512,5,,,08A,1179825,1834914,2001,2015-08-17 03:03:40 UTC,41.702275377,-87.617143156,"(41.702275377, -87.617143156)"
7557665,HS361883,2010-06-15 10:40:00 UTC,103XX S CORLISS AVE,0560,ASSAULT,SIMPLE,RESIDENCE,true,true,512,5,9,50,08A,1183398,1836721,2010,2018-02-10 03:50:01 UTC,41.707151732,-87.604003904,"(41.707151732, -87.604003904)"
7593444,HS393731,2010-07-04 04:20:00 UTC,001XX W 107TH ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,512,5,34,49,08A,1177377,1834005,2010,2018-02-10 03:50:01 UTC,41.699836467,-87.626134333,"(41.699836467, -87.626134333)"
3361875,HK390583,2004-05-27 11:00:00 UTC,009XX E 104TH ST,0560,ASSAULT,SIMPLE,APARTMENT,false,false,512,5,9,50,08A,1184238,1836191,2004,2018-02-28 03:56:25 UTC,41.705677782,-87.600944364,"(41.705677782, -87.600944364)"
9190280,HW335421,2013-06-25 11:30:00 UTC,106XX S WABASH AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,512,5,9,49,08A,1178459,1834450,2013,2018-02-10 03:50:01 UTC,41.70103316,-87.622159067,"(41.70103316, -87.622159067)"
8413296,HT646733,2011-12-25 01:40:00 UTC,009XX E 104TH ST,0560,ASSAULT,SIMPLE,STREET,false,false,512,5,9,50,08A,1184238,1836191,2011,2016-02-04 06:33:39 UTC,41.705677782,-87.600944364,"(41.705677782, -87.600944364)"
3844301,HL213724,2005-03-03 07:25:00 UTC,104XX S PRAIRIE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,512,5,9,49,08A,1179761,1835736,2005,2018-02-28 03:56:25 UTC,41.704532517,-87.61735248,"(41.704532517, -87.61735248)"
2429435,HH745866,2002-10-29 01:25:00 UTC,008XX E 103RD ST,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,512,5,9,50,08A,1183988,1836860,2002,2018-02-10 03:50:01 UTC,41.707519433,-87.601839023,"(41.707519433, -87.601839023)"
1507705,G250803,2001-05-01 05:00:00 UTC,007XX E 104 ST,0560,ASSAULT,SIMPLE,STREET,false,false,512,5,,,08A,1183150,1836201,2001,2015-08-17 03:03:40 UTC,41.705730547,-87.604928178,"(41.705730547, -87.604928178)"
2830551,HJ491510,2003-07-13 04:10:00 UTC,002XX W 104TH ST,0560,ASSAULT,SIMPLE,SIDEWALK,true,true,512,5,34,49,08A,1176422,1835975,2003,2018-02-28 03:56:25 UTC,41.705263895,-87.629572184,"(41.705263895, -87.629572184)"
1921127,HH102935,2002-01-02 03:30:00 UTC,002XX W 106 PL,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,512,5,,,08A,,,2002,2016-02-04 06:33:39 UTC,,,
11273596,JB208401,2018-04-02 09:50:00 UTC,104XX S WENTWORTH AVE,0560,ASSAULT,SIMPLE,SIDEWALK,true,false,512,5,34,49,08A,1176792,1835901,2018,2018-05-04 03:51:04 UTC,41.705052523,-87.628219509,"(41.705052523, -87.628219509)"
7660706,HS465717,2010-08-16 03:30:00 UTC,104XX S MARYLAND AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,512,5,9,50,08A,1183753,1835882,2010,2018-02-10 03:50:01 UTC,41.704841153,-87.602729974,"(41.704841153, -87.602729974)"
6034476,HP137307,2008-01-22 04:00:00 UTC,106XX S STATE ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,512,5,9,49,08A,1178140,1834263,2008,2018-02-28 03:56:25 UTC,41.700527229,-87.623332772,"(41.700527229, -87.623332772)"
3382675,HK419405,2004-06-09 03:10:00 UTC,105XX S CORLISS AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,512,5,9,50,08A,1183450,1835033,2004,2018-02-28 03:56:25 UTC,41.702518437,-87.603865843,"(41.702518437, -87.603865843)"
4978328,HM579807,2006-09-03 06:50:00 UTC,106XX S PERRY AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,512,5,34,49,08A,1177489,1834253,2006,2018-02-28 03:56:25 UTC,41.70051449,-87.625716777,"(41.70051449, -87.625716777)"
9537387,HX190731,2014-03-19 12:15:00 UTC,008XX E 103RD ST,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",true,false,512,5,9,50,08A,1183988,1836860,2014,2018-02-10 03:50:01 UTC,41.707519433,-87.601839023,"(41.707519433, -87.601839023)"
4080200,HL422143,2005-06-15 11:00:00 UTC,105XX S CORLISS AVE,0560,ASSAULT,SIMPLE,STREET,false,false,512,5,9,50,08A,1183450,1835023,2005,2018-02-28 03:56:25 UTC,41.702490996,-87.603866153,"(41.702490996, -87.603866153)"
8616978,HV290517,2012-05-17 12:20:00 UTC,002XX W 106TH PL,0560,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),false,false,512,5,34,49,08A,1176491,1834316,2012,2016-02-04 06:33:39 UTC,41.700709814,-87.629369174,"(41.700709814, -87.629369174)"
8622792,HV296482,2012-05-21 11:30:00 UTC,008XX E 103RD ST,0560,ASSAULT,SIMPLE,"SCHOOL, PRIVATE, BUILDING",true,false,512,5,9,50,08A,1183988,1836860,2012,2016-02-04 06:33:39 UTC,41.707519433,-87.601839023,"(41.707519433, -87.601839023)"
11396801,JB371330,2018-07-30 07:00:00 UTC,002XX W 104TH ST,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,512,5,34,49,08A,1176490,1835977,2018,2018-08-06 04:01:16 UTC,41.705267858,-87.629323117,"(41.705267858, -87.629323117)"
12110908,JD303279,2020-07-19 10:48:00 UTC,002XX W 106TH PL,0560,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,false,false,512,5,34,49,08A,1176498,1834316,2020,2020-07-26 03:52:59 UTC,41.700709657,-87.629343542,"(41.700709657, -87.629343542)"
12661388,JF196612,2022-04-04 02:00:00 UTC,104XX S RHODES AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,512,5,9,49,08A,1181764,1835637,2022,2023-01-03 03:46:28 UTC,41.704214916,-87.610020899,"(41.704214916, -87.610020899)"
2509294,HH853098,2002-12-21 10:04:12 UTC,009XX E 104TH ST,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,512,5,9,50,08A,1184238,1836191,2002,2018-02-28 03:56:25 UTC,41.705677782,-87.600944364,"(41.705677782, -87.600944364)"
2587066,HJ180041,2003-02-12 09:00:00 UTC,006XX E 103RD PL,0560,ASSAULT,SIMPLE,RESIDENCE,true,true,512,5,9,49,08A,1182237,1836468,2003,2018-02-28 03:56:25 UTC,41.706484372,-87.608263246,"(41.706484372, -87.608263246)"
6140791,HP230357,2008-03-17 05:30:00 UTC,106XX S LAFAYETTE AVE,0560,ASSAULT,SIMPLE,SIDEWALK,true,false,512,5,34,49,08A,1177806,1834560,2008,2018-02-10 03:50:01 UTC,41.701349788,-87.624546797,"(41.701349788, -87.624546797)"
5988676,HN776449,2007-12-24 08:30:00 UTC,106XX S VERNON AVE,0560,ASSAULT,SIMPLE,RESIDENCE,true,false,512,5,9,49,08A,1181129,1834531,2007,2018-02-10 03:50:01 UTC,41.701194517,-87.612380047,"(41.701194517, -87.612380047)"
6195674,HP280978,2008-04-10 12:05:00 UTC,008XX E 103RD ST,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,512,5,9,50,08A,1183988,1836860,2008,2018-02-28 03:56:25 UTC,41.707519433,-87.601839023,"(41.707519433, -87.601839023)"
6208528,HP295293,2008-04-22 09:33:22 UTC,106XX S LAFAYETTE AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,512,5,34,49,08A,1177806,1834560,2008,2018-02-28 03:56:25 UTC,41.701349788,-87.624546797,"(41.701349788, -87.624546797)"
6413754,HP497965,2008-08-06 03:00:00 UTC,104XX S MARYLAND AVE,0560,ASSAULT,SIMPLE,STREET,false,false,512,5,9,50,08A,1183749,1835984,2008,2018-02-28 03:56:25 UTC,41.705121147,-87.602741453,"(41.705121147, -87.602741453)"
9441266,HW585203,2013-12-27 09:20:00 UTC,103XX S INDIANA AVE,0560,ASSAULT,SIMPLE,RESIDENCE,true,true,512,5,9,49,08A,1179414,1836257,2013,2018-02-10 03:50:01 UTC,41.705970121,-87.618607299,"(41.705970121, -87.618607299)"
9759779,HX409681,2014-08-31 10:30:00 UTC,103XX S PRAIRIE AVE,0560,ASSAULT,SIMPLE,STREET,false,true,512,5,9,49,08A,1179740,1836461,2014,2018-02-10 03:50:01 UTC,41.706522494,-87.617407307,"(41.706522494, -87.617407307)"
10947433,JA266784,2017-05-16 08:15:00 UTC,003XX W 106TH PL,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,512,5,34,49,08A,1175980,1834304,2017,2018-02-10 03:50:01 UTC,41.700688331,-87.631240619,"(41.700688331, -87.631240619)"
4227149,HL551535,2005-08-15 10:00:00 UTC,104XX S MARYLAND AVE,0560,ASSAULT,SIMPLE,STREET,true,false,512,5,9,50,08A,1183752,1835903,2005,2018-02-28 03:56:25 UTC,41.704898803,-87.602732983,"(41.704898803, -87.602732983)"
11656765,JC226296,2019-04-16 08:33:00 UTC,106XX S CHAMPLAIN AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,512,5,9,50,08A,1182493,1834460,2019,2019-04-23 04:22:49 UTC,41.700968241,-87.607387777,"(41.700968241, -87.607387777)"
4468568,HL761570,2005-11-29 09:15:00 UTC,104XX S STATE ST,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",true,false,512,5,34,49,08A,1178093,1835851,2005,2018-02-10 03:50:01 UTC,41.704885986,-87.623456938,"(41.704885986, -87.623456938)"
2019083,HH223642,2002-03-05 01:00:00 UTC,008XX E 103 ST,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,512,5,,,08A,,,2002,2016-02-04 06:33:39 UTC,,,
8891932,HV565911,2012-11-17 11:00:00 UTC,0000X W 103RD ST,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,512,5,34,49,08A,1177871,1836676,2012,2018-02-10 03:50:01 UTC,41.707154919,-87.624244993,"(41.707154919, -87.624244993)"
12392813,JE262878,2021-06-11 11:00:00 UTC,106XX S MICHIGAN AVE,0560,ASSAULT,SIMPLE,STREET,false,true,512,5,9,49,08A,1178814,1834432,2021,2021-06-18 04:49:43 UTC,41.700975714,-87.620859734,"(41.700975714, -87.620859734)"
13020950,JG198366,2023-03-25 09:00:00 UTC,105XX S MARYLAND AVE,0560,ASSAULT,SIMPLE,RESIDENCE,true,false,512,5,9,50,08A,1183774,1835232,2023,2023-04-01 04:49:15 UTC,41.703056982,-87.60267327,"(41.703056982, -87.60267327)"
10183914,HY371208,2015-08-06 10:55:00 UTC,106XX S WENTWORTH AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,512,5,34,49,05,1176839,1834178,2015,2018-02-10 03:50:01 UTC,41.70032331,-87.628099069,"(41.70032331, -87.628099069)"
9904938,HX555361,2014-12-06 05:00:00 UTC,001XX W 103RD PL,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,512,5,34,49,05,1177155,1836325,2014,2018-02-10 03:50:01 UTC,41.706207875,-87.626877516,"(41.706207875, -87.626877516)"
4471413,HL767320,2005-12-02 10:10:00 UTC,003XX W 106TH PL,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,512,5,34,49,05,1175869,1834301,2005,2018-02-28 03:56:25 UTC,41.700682581,-87.631647148,"(41.700682581, -87.631647148)"
2246615,HH521788,2002-07-19 07:51:09 UTC,106XX S STATE ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,512,5,34,49,05,1178142,1834211,2002,2018-02-28 03:56:25 UTC,41.700384488,-87.623327019,"(41.700384488, -87.623327019)"
8138366,HT371966,2011-06-29 01:30:00 UTC,106XX S WENTWORTH AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,512,5,34,49,05,1176839,1834184,2011,2018-02-10 03:50:01 UTC,41.700339774,-87.628098889,"(41.700339774, -87.628098889)"
6385229,HP469864,2008-07-15 01:00:00 UTC,003XX W 105TH PL,0610,BURGLARY,FORCIBLE ENTRY,VACANT LOT/LAND,false,false,512,5,34,49,05,1175851,1834965,2008,2018-02-28 03:56:25 UTC,41.702505096,-87.631693249,"(41.702505096, -87.631693249)"
3117719,HK104288,2003-01-03 04:50:00 UTC,105XX S WABASH AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,true,false,512,5,9,49,05,1178441,1835042,2003,2018-02-10 03:50:01 UTC,41.702658099,-87.622207077,"(41.702658099, -87.622207077)"
12130908,JD326787,2020-08-10 02:43:00 UTC,004XX E 103RD ST,0610,BURGLARY,FORCIBLE ENTRY,CONVENIENCE STORE,false,false,512,5,9,49,05,1180862,1836762,2020,2020-08-17 03:50:01 UTC,41.707322807,-87.613289399,"(41.707322807, -87.613289399)"
5955773,HN754141,2007-12-10 06:00:00 UTC,105XX S DR MARTIN LUTHER KING JR DR,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,512,5,9,49,05,1180776,1835194,2007,2018-02-28 03:56:25 UTC,41.703021979,-87.613652316,"(41.703021979, -87.613652316)"
5793456,HN602893,2007-09-18 11:00:00 UTC,009XX E 104TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,512,5,9,50,05,1184238,1836191,2007,2018-02-28 03:56:25 UTC,41.705677782,-87.600944364,"(41.705677782, -87.600944364)"
8295283,HT500254,2011-09-16 07:00:00 UTC,105XX S LAFAYETTE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,512,5,34,49,05,1177793,1835006,2011,2018-02-10 03:50:01 UTC,41.702573968,-87.624580959,"(41.702573968, -87.624580959)"
2424919,HH743240,2002-10-14 02:30:00 UTC,106XX S WENTWORTH AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,512,5,34,49,05,1176839,1834184,2002,2018-02-28 03:56:25 UTC,41.700339774,-87.628098889,"(41.700339774, -87.628098889)"
10050087,HY238988,2015-04-27 12:00:00 UTC,105XX S CORLISS AVE,0610,BURGLARY,FORCIBLE ENTRY,VACANT LOT/LAND,false,false,512,5,9,50,05,1183439,1835381,2015,2018-02-10 03:50:01 UTC,41.703473649,-87.603895328,"(41.703473649, -87.603895328)"
1935984,HH119464,2002-01-11 09:31:40 UTC,001XX W 105 ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,512,5,,,05,,,2002,2016-02-04 06:33:39 UTC,,,
11182917,JA556437,2017-12-19 07:30:00 UTC,104XX S INDIANA AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,512,5,9,49,05,1179422,1835953,2017,2018-05-04 03:51:04 UTC,41.705135722,-87.618587244,"(41.705135722, -87.618587244)"
7781996,HS590059,2010-10-10 02:00:00 UTC,106XX S CHAMPLAIN AVE,0610,BURGLARY,FORCIBLE ENTRY,VACANT LOT/LAND,false,false,512,5,9,50,05,1182492,1834508,2010,2018-02-10 03:50:01 UTC,41.701099983,-87.607389957,"(41.701099983, -87.607389957)"
7735114,HS537511,2010-09-27 09:30:00 UTC,105XX S MICHIGAN AVE,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,false,false,512,5,9,49,05,1178853,1835179,2010,2018-02-10 03:50:01 UTC,41.7030247,-87.620694297,"(41.7030247, -87.620694297)"
6028988,HP125412,2008-01-15 12:00:00 UTC,106XX S PERRY AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,512,5,34,49,05,1177480,1834562,2008,2018-02-10 03:50:01 UTC,41.701362632,-87.625740435,"(41.701362632, -87.625740435)"
6054281,HP153229,2008-01-30 08:15:00 UTC,001XX W 104TH PL,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,512,5,34,49,05,1177253,1835664,2008,2018-02-10 03:50:01 UTC,41.704391791,-87.626538514,"(41.704391791, -87.626538514)"
